UniprotID	Q07157-2
Accession	Q07157;B4E3K1;Q2NKP3;Q4ZGJ6
EntryName	ZO1_HUMAN
ProteinName	Tight junction protein 1 (Tight junction protein ZO-1) (Zona occludens protein 1) (Zonula occludens protein 1)
GeneName	TJP1 ZO1
Length	1668
Function	TJP1, TJP2, and TJP3 are closely related scaffolding proteins that link tight junction (TJ) transmembrane proteins such as claudins, junctional adhesion molecules, and occludin to the actin cytoskeleton (PubMed:7798316, PubMed:9792688). Forms a multistranded TJP1/ZO1 condensate which elongates to form a tight junction belt, the belt is anchored at the apical cell membrane via interaction with PATJ (By similarity). The tight junction acts to limit movement of substances through the paracellular space and as a boundary between the compositionally distinct apical and basolateral plasma membrane domains of epithelial and endothelial cells. Necessary for lumenogenesis, and particularly efficient epithelial polarization and barrier formation (By similarity). Plays a role in the regulation of cell migration by targeting CDC42BPB to the leading edge of migrating cells (PubMed:21240187). Plays an important role in podosome formation and associated function, thus regulating cell adhesion and matrix remodeling (PubMed:20930113). With TJP2 and TJP3, participates in the junctional retention and stability of the transcription factor DBPA, but is not involved in its shuttling to the nucleus (By similarity). May play a role in mediating cell morphology changes during ameloblast differentiation via its role in tight junctions (By similarity).
Subcellular Location	Cell membrane; Cell junction; Tight junction; Cell junction; Cell junction; Gap junction; Cell projection; Podosome
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
