UniprotID	Q12955-4
Accession	Q12955;B1AQT2;B4DIL1;E9PE32;Q13484;Q5CZH9;Q5VXD5;Q7Z3G4;Q9H0P5
EntryName	ANK3_HUMAN
ProteinName	Ankyrin-3 (ANK-3) (Ankyrin-G)
GeneName	ANK3
Length	1868
Function	Membrane-cytoskeleton linker. May participate in the maintenance/targeting of ion channels and cell adhesion molecules at the nodes of Ranvier and axonal initial segments (PubMed:7836469). In skeletal muscle, required for costamere localization of DMD and betaDAG1 (By similarity). Regulates KCNA1 channel activity in function of dietary Mg(2+) levels, and thereby contributes to the regulation of renal Mg(2+) reabsorption (PubMed:23903368). Required for intracellular adhesion and junctional conductance in myocytes, potentially via stabilization of GJA1/CX43 protein abundance and promotion of PKP2, GJA1/CX43, and SCN5A/Nav1.5 localization to cell-cell junctions (By similarity).
Subcellular Location	Cytoplasm; Cytoskeleton; Cell projection; Axon; Cell membrane; Sarcolemma; Postsynaptic cell membrane; Lysosome; Cell membrane; Sarcolemma; T-tubule; Cytoplasm; Cytoskeleton; Golgi apparatus
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	15...20
validnes_region	
nesbase_region	
