UniprotID	Q16513-4
Accession	Q16513;B4DQ21;B4DTP5;B4DVG1;D3DT24;Q08AF4;Q9H1W4
EntryName	PKN2_HUMAN
ProteinName	Serine/threonine-protein kinase N2 (EC 2.7.11.13) (PKN gamma) (Protein kinase C-like 2) (Protein-kinase C-related kinase 2)
GeneName	PKN2 PRK2 PRKCL2
Length	827
Function	PKC-related serine/threonine-protein kinase and Rho/Rac effector protein that participates in specific signal transduction responses in the cell. Plays a role in the regulation of cell cycle progression, actin cytoskeleton assembly, cell migration, cell adhesion, tumor cell invasion and transcription activation signaling processes. Phosphorylates CTTN in hyaluronan-induced astrocytes and hence decreases CTTN ability to associate with filamentous actin. Phosphorylates HDAC5, therefore lead to impair HDAC5 import. Direct RhoA target required for the regulation of the maturation of primordial junctions into apical junction formation in bronchial epithelial cells. Required for G2/M phases of the cell cycle progression and abscission during cytokinesis in a ECT2-dependent manner. Stimulates FYN kinase activity that is required for establishment of skin cell-cell adhesion during keratinocytes differentiation. Regulates epithelial bladder cells speed and direction of movement during cell migration and tumor cell invasion. Inhibits Akt pro-survival-induced kinase activity. Mediates Rho protein-induced transcriptional activation via the c-fos serum response factor (SRF). Involved in the negative regulation of ciliogenesis (PubMed:27104747).
Subcellular Location	Cytoplasm; Nucleus; Membrane; Cell projection; Lamellipodium; Cytoplasm; Cytoskeleton; Cleavage furrow; Midbody; Cell junction
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.5889065
pNuLoCRegion	325...330
