UniprotID	Q9BXW9-1
Accession	Q9BXW9;Q2LA86;Q69YP9;Q6PJN7;Q9BQ06;Q9H9T9
EntryName	FACD2_HUMAN
ProteinName	Fanconi anemia group D2 protein (Protein FACD2)
GeneName	FANCD2 FACD
Length	1471
Function	Required for maintenance of chromosomal stability. Promotes accurate and efficient pairing of homologs during meiosis. Involved in the repair of DNA double-strand breaks, both by homologous recombination and single-strand annealing. May participate in S phase and G2 phase checkpoint activation upon DNA damage. Plays a role in preventing breakage and loss of missegregating chromatin at the end of cell division, particularly after replication stress. Required for the targeting, or stabilization, of BLM to non-centromeric abnormal structures induced by replicative stress. Promotes BRCA2/FANCD1 loading onto damaged chromatin. May also be involved in B-cell immunoglobulin isotype switching.
Subcellular Location	Nucleus
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.8888107
pNuLoCRegion	1...26;350...354
