UniprotID	Q9UHB6-4
Accession	Q9UHB6;B2RB09;Q2TAN7;Q59FE8;Q9BVF2;Q9H8J1;Q9HBN5;Q9NX96;Q9NXC3;Q9NXU6;Q9P0H8;Q9UHB5
EntryName	LIMA1_HUMAN
ProteinName	LIM domain and actin-binding protein 1 (Epithelial protein lost in neoplasm)
GeneName	LIMA1 EPLIN SREBP3 PP624
Length	760
Function	Actin-binding protein involved in actin cytoskeleton regulation and dynamics. Increases the number and size of actin stress fibers and inhibits membrane ruffling. Inhibits actin filament depolymerization. Bundles actin filaments, delays filament nucleation and reduces formation of branched filaments (PubMed:12566430). Acts as a negative regulator of primary cilium formation (PubMed:32496561). Plays a role in cholesterol homeostasis. Influences plasma cholesterol levels through regulation of intestinal cholesterol absorption. May act as a scaffold protein by regulating NPC1L1 transportation, an essential protein for cholesterol absorption, to the plasma membrane by recruiting MYO5B to NPC1L1, and thus facilitates cholesterol uptake (By similarity).
Subcellular Location	Cytoplasm; Cell junction; Focal adhesion; Cytoplasm; Cytoskeleton; Cytoplasm; Cytoskeleton; Stress fiber; Cell membrane; Cell projection; Ruffle
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.24892722
pNuLoCRegion	
