UniprotID	Q9H7E2-3
Accession	Q9H7E2;B2MWP9;Q53XA6;Q6P992
EntryName	TDRD3_HUMAN
ProteinName	Tudor domain-containing protein 3
GeneName	TDRD3
Length	744
Function	Scaffolding protein that specifically recognizes and binds dimethylarginine-containing proteins (PubMed:15955813). Plays a role in the regulation of translation of target mRNAs by binding Arg/Gly-rich motifs (GAR) in dimethylarginine-containing proteins. In nucleus, acts as a coactivator: recognizes and binds asymmetric dimethylation on the core histone tails associated with transcriptional activation (H3R17me2a and H4R3me2a) and recruits proteins at these arginine-methylated loci (PubMed:21172665). In cytoplasm, acts as an antiviral factor that participates in the assembly of stress granules together with G3BP1 (PubMed:35085371).
Subcellular Location	Cytoplasm; Nucleus
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.8957861
pNuLoCRegion	21...34;98...100;542...545;668...675
