UniprotID	Q9P212-2
Accession	Q9P212;A6NGW0;A6NLA1;A7MBN7;A8K1D7;B9EIJ6;Q1X6H8;Q5VWL4;Q5VWL5;Q9H9X8;Q9HBX6;Q9HC53;Q9UHV3
EntryName	PLCE1_HUMAN
ProteinName	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1 (EC 3.1.4.11) (Pancreas-enriched phospholipase C) (Phosphoinositide phospholipase C-epsilon-1) (Phospholipase C-epsilon-1) (PLC-epsilon-1)
GeneName	PLCE1 KIAA1516 PLCE PPLC
Length	1994
Function	The production of the second messenger molecules diacylglycerol (DAG) and inositol 1,4,5-trisphosphate (IP3) is mediated by activated phosphatidylinositol-specific phospholipase C enzymes. PLCE1 is a bifunctional enzyme which also regulates small GTPases of the Ras superfamily through its Ras guanine-exchange factor (RasGEF) activity. As an effector of heterotrimeric and small G-protein, it may play a role in cell survival, cell growth, actin organization and T-cell activation. In podocytes, is involved in the regulation of lamellipodia formation. Acts downstream of AVIL to allow ARP2/3 complex assembly (PubMed:29058690).
Subcellular Location	Cytoplasm; Cytosol; Cell membrane; Golgi apparatus membrane; Cell projection; Lamellipodium
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.29219866
pNuLoCRegion	82...100
