UniprotID	Q86UL8-2
Accession	Q86UL8;A4D1C1;A7E2C3;O60434;O60510;Q86UI7;Q9NP44;Q9UDQ5;Q9UDU1
EntryName	MAGI2_HUMAN
ProteinName	Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2 (Atrophin-1-interacting protein 1) (AIP-1) (Atrophin-1-interacting protein A) (Membrane-associated guanylate kinase inverted 2) (MAGI-2)
GeneName	MAGI2 ACVRINP1 AIP1 KIAA0705
Length	1441
Function	Seems to act as a scaffold molecule at synaptic junctions by assembling neurotransmitter receptors and cell adhesion proteins (By similarity). Plays a role in nerve growth factor (NGF)-induced recruitment of RAPGEF2 to late endosomes and neurite outgrowth (By similarity). May play a role in regulating activin-mediated signaling in neuronal cells (By similarity). Enhances the ability of PTEN to suppress AKT1 activation (PubMed:10760291). Plays a role in receptor-mediated clathrin-dependent endocytosis which is required for ciliogenesis (By similarity).
Subcellular Location	Cytoplasm; Late endosome; Synapse; Synaptosome; Cell membrane; Cytoplasm; Cytoskeleton; Microtubule organizing center; Centrosome; Cell projection; Cilium; Cytoplasm; Cytoskeleton; Microtubule organizing center; Centrosome; Centriole; Photoreceptor inner segment; Cell projection; Cilium; Photoreceptor outer segment
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.44293234
pNuLoCRegion	215...232;339...361;396...403;445...462
