UniprotID	Q92888-3
Accession	Q92888;O00513;Q6NX52;Q8N4J4;Q96BF4;Q96F17;Q9BSB1
EntryName	ARHG1_HUMAN
ProteinName	Rho guanine nucleotide exchange factor 1 (115 kDa guanine nucleotide exchange factor) (p115-RhoGEF) (p115RhoGEF) (Sub1.5)
GeneName	ARHGEF1
Length	927
Function	Seems to play a role in the regulation of RhoA GTPase by guanine nucleotide-binding alpha-12 (GNA12) and alpha-13 (GNA13) subunits (PubMed:9641915, PubMed:9641916). Acts as a GTPase-activating protein (GAP) for GNA12 and GNA13, and as guanine nucleotide exchange factor (GEF) for RhoA GTPase (PubMed:30521495, PubMed:8810315, PubMed:9641915, PubMed:9641916). Activated G alpha 13/GNA13 stimulates the RhoGEF activity through interaction with the RGS-like domain (PubMed:9641916). This GEF activity is inhibited by binding to activated GNA12 (PubMed:9641916). Mediates angiotensin-2-induced RhoA activation (PubMed:20098430). In lymphoid follicles, may trigger activation of GNA13 as part of S1PR2-dependent signaling pathway that leads to inhibition of germinal center (GC) B cell growth and migration outside the GC niche.
Subcellular Location	Cytoplasm; Membrane
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.1912351
pNuLoCRegion	53...63;90...109;160...166;185...201;213...229
