UniprotID	Q8NI17-2
Accession	Q8NI17;A6NIF8;Q2TBA1;Q6EBC3;Q6EBC4;Q6EBC5;Q6EBC6;Q6UWL8;Q8WYJ0
EntryName	IL31R_HUMAN
ProteinName	Interleukin-31 receptor subunit alpha (IL-31 receptor subunit alpha) (IL-31R subunit alpha) (IL-31R-alpha) (IL-31RA) (Cytokine receptor-like 3) (GLM-R) (hGLM-R) (Gp130-like monocyte receptor) (Gp130-like receptor) (ZcytoR17)
GeneName	IL31RA CRL3 GPL UNQ6368/PRO21073/PRO21384
Length	764
Function	Associates with OSMR to form the interleukin-31 receptor which activates STAT3 and to a lower extent STAT1 and STAT5 (PubMed:11877449, PubMed:14504285, PubMed:15194700, PubMed:15627637). May function in skin immunity (PubMed:15184896). Mediates IL31-induced itch, probably in a manner dependent on cation channels TRPA1 and TRPV1 (By similarity). Positively regulates numbers and cycling status of immature subsets of myeloid progenitor cells in bone marrow in vivo and enhances myeloid progenitor cell survival in vitro (By similarity).
Subcellular Location	Cell membrane; Presynaptic cell membrane; Cell projection; Axon
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.018730512
pNuLoCRegion	13...24
