UniprotID	Q96P48-4
Accession	Q96P48;A3KLL7;B2RTS2;O94879;Q4LDD5;Q59FI7;Q6PHS3;Q8WU51;Q96HP6;Q96L71
EntryName	ARAP1_HUMAN
ProteinName	Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1 (Centaurin-delta-2) (Cnt-d2)
GeneName	ARAP1 CENTD2 KIAA0782
Length	1205
Function	Phosphatidylinositol 3,4,5-trisphosphate-dependent GTPase-activating protein that modulates actin cytoskeleton remodeling by regulating ARF and RHO family members (PubMed:11804590, PubMed:19666464). Activated by phosphatidylinositol 3,4,5-trisphosphate (PtdIns(3,4,5)P3) binding and, to a lesser extent, by phosphatidylinositol 3,4-bisphosphate (PtdIns(3,4)P2) binding (PubMed:11804590). Has a preference for ARF1 and ARF5 (PubMed:11804590, PubMed:19666464). Positively regulates the ring size of circular dorsal ruffles and promotes macropinocytosis (PubMed:22573888). Acts as a bridging factor in osteoclasts to control actin and membrane dynamics (By similarity). Regulates the condensing of osteoclast podosomes into sealing zones which segregate the bone-facing membrane from other membrane domains and are required for osteoclast resorption activity (By similarity). Also regulates recruitment of the AP-3 complex to endosomal membranes and trafficking of lysosomal membrane proteins to the ruffled membrane border of osteoclasts to modulate bone resorption (By similarity). Regulates the endocytic trafficking of EGFR (PubMed:18764928, PubMed:18939958, PubMed:21275903). Regulates the incorporation of CD63 and CD9 into multivesicular bodies (PubMed:38682696). Required in the retinal pigment epithelium (RPE) for photoreceptor survival due to its role in promoting RPE phagocytosis (By similarity).
Subcellular Location	Cytoplasm; Golgi apparatus; trans-Golgi network; Golgi apparatus; Golgi stack; Cell membrane; Endosome; Multivesicular body; Cell projection; Ruffle; Cell projection; Podosome; Early endosome
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.42402798
pNuLoCRegion	25...42
