UniprotID	Q92619-2
Accession	Q92619;B4DTS4;F6QP70;Q6P189;Q7LE26;Q86WS1;Q8HX84;Q9GJN9;Q9GJP0;Q9GJP1;Q9MY24
EntryName	HMHA1_HUMAN
ProteinName	Rho GTPase-activating protein 45 [Cleaved into: Minor histocompatibility antigen HA-1 (mHag HA-1)]
GeneName	ARHGAP45 HMHA1 KIAA0223
Length	1152
Function	Contains a GTPase activator for the Rho-type GTPases (RhoGAP) domain that would be able to negatively regulate the actin cytoskeleton as well as cell spreading. However, also contains N-terminally a BAR-domin which is able to play an autoinhibitory effect on this RhoGAP activity.
Subcellular Location	Cytoplasm; Cell projection; Ruffle membrane
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.09437279
pNuLoCRegion	
