UniprotID	Q8N122-3
Accession	Q8N122;B2RN36;C6KEF2;F5H7J5;Q8N4V9;Q8TB32;Q9P2P3
EntryName	RPTOR_HUMAN
ProteinName	Regulatory-associated protein of mTOR (Raptor) (p150 target of rapamycin (TOR)-scaffold protein)
GeneName	RPTOR KIAA1303 RAPTOR
Length	1177
Function	Component of the mechanistic target of rapamycin complex 1 (mTORC1), an evolutionarily conserved central nutrient sensor that stimulates anabolic reactions and macromolecule biosynthesis to promote cellular biomass generation and growth (PubMed:12150925, PubMed:12150926, PubMed:12747827, PubMed:24403073, PubMed:26588989, PubMed:32561715, PubMed:37541260). In response to nutrients, growth factors or amino acids, mTORC1 is recruited to the lysosome membrane and promotes protein, lipid and nucleotide synthesis by phosphorylating several substrates, such as ribosomal protein S6 kinase (RPS6KB1 and RPS6KB2) and EIF4EBP1 (4E-BP1) (PubMed:12150925, PubMed:12150926, PubMed:12747827, PubMed:24403073, PubMed:26588989, PubMed:37541260). In the same time, it inhibits catabolic pathways by phosphorylating the autophagy initiation components ULK1 and ATG13, as well as transcription factor TFEB, a master regulators of lysosomal biogenesis and autophagy (PubMed:12150925, PubMed:12150926, PubMed:12747827, PubMed:24403073, PubMed:32561715, PubMed:37541260). The mTORC1 complex is inhibited in response to starvation and amino acid depletion (PubMed:12150925, PubMed:12150926, PubMed:12747827, PubMed:24403073, PubMed:37541260). Within the mTORC1 complex, RPTOR acts both as a molecular adapter, which (1) mediates recruitment of mTORC1 to lysosomal membranes via interaction with small GTPases Rag (RagA/RRAGA, RagB/RRAGB, RagC/RRAGC and/or RagD/RRAGD), and a (2) substrate-specific adapter, which promotes substrate specificity by binding to TOS motif-containing proteins and direct them towards the active site of the MTOR kinase domain for phosphorylation (PubMed:12747827, PubMed:24403073, PubMed:26588989, PubMed:37541260). mTORC1 complex regulates many cellular processes, such as odontoblast and osteoclast differentiation or neuronal transmission (By similarity). mTORC1 complex in excitatory neuronal transmission is required for the prosocial behavior induced by the psychoactive substance lysergic acid diethylamide (LSD) (By similarity).
Subcellular Location	Lysosome membrane; Cytoplasm; Cytoplasmic granule
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.3022199
pNuLoCRegion	
