UniprotID	Q99801-2
Accession	Q99801;O15465;Q9H2P4;Q9H2P5;Q9H2P6;Q9H2P7;Q9HBG0
EntryName	NKX31_HUMAN
ProteinName	Homeobox protein Nkx-3.1 (Homeobox protein NK-3 homolog A)
GeneName	NKX3-1 NKX3.1 NKX3A
Length	185
Function	Transcription factor, which binds preferentially the consensus sequence 5'-TAAGT-3' and can behave as a transcriptional repressor. Plays an important role in normal prostate development, regulating proliferation of glandular epithelium and in the formation of ducts in prostate. Acts as a tumor suppressor controlling prostate carcinogenesis, as shown by the ability to inhibit proliferation and invasion activities of PC-3 prostate cancer cells.
Subcellular Location	Nucleus
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.9676197
pNuLoCRegion	1...22;67...90;115...141
pNuLoCScore	0.17540404544444443,0.19663508589999998,0.2211490817272727,0.24443074574999998,0.26650959607692304,0.2863926106428571,0.30316646326666663,0.31775734056249993,0.32990005288235286,0.3344875617058823,0.3473297228823529,0.3742469272941176,0.400885087882353,0.4269383772941176,0.4528375,0.4772189064705883,0.49813773999999994,0.5129903164705881,0.521755628235294,0.5260113435294118,0.5282242405882352,0.5280961817647059,0.5279180482352941,0.5277767923529412,0.5262188005882352,0.5238714035294117,0.5232372535294119,0.5240065529411765,0.5262902676470588,0.5290858911764706,0.5327410123529411,0.5362594511764707,0.5392057829411766,0.5409883805882354,0.5430146100000001,0.5451093835294119,0.5475162776470588,0.5506870405882353,0.5548863935294117,0.5581757976470588,0.5618310299999999,0.5668686529411764,0.5732189058823528,0.5779941376470588,0.5810031288235293,0.5825354594117647,0.5833500629411763,0.5840204364705881,0.5849589835294118,0.586478445882353,0.588592034117647,0.5901617905882353,0.5918837405882352,0.5933152229411763,0.5940536158823528,0.5941291717647058,0.5944097011764705,0.5951528952941176,0.5945865111764705,0.5943117523529411,0.5947062582352942,0.5961642670588237,0.5982413411764707,0.6001008611764708,0.6017286347058824,0.6034577905882352,0.6052295911764706,0.6064511852941178,0.6135458317647059,0.618934474117647,0.633139185882353,0.6492914770588235,0.6661376817647059,0.6830575052941176,0.7003508052941175,0.7195607370588234,0.7389839723529411,0.7578091817647057,0.7764846376470587,0.7946906535294117,0.8138450652941176,0.8327387652941176,0.8513476476470587,0.8696791847058823,0.8884013788235293,0.9012682017647057,0.9156813505882351,0.9212154935294117,0.9256569258823527,0.9293477929411764,0.9327571458823528,0.9353074247058822,0.9373934635294117,0.939191654117647,0.9407329341176469,0.9420690164705882,0.9433960223529411,0.9444248399999999,0.9453541752941177,0.9461761488235294,0.9469714929411766,0.9477958017647059,0.9485372905882353,0.9491989552941178,0.9497735335294121,0.9494174305882354,0.949257735882353,0.9492971452941177,0.9493742605882354,0.9494465370588233,0.9495267682352941,0.9495560905882352,0.9495307929411766,0.9494606635294118,0.9494106929411764,0.9494075952941178,0.9494672364705882,0.9495835535294117,0.9497723599999999,0.9500303535294118,0.9511023152941178,0.9521928117647062,0.9533049505882353,0.9544305235294118,0.9555296847058825,0.956614235882353,0.9576772152941179,0.9587245111764706,0.959782844117647,0.9608674476470588,0.9619889811764706,0.9630825223529411,0.9641170699999999,0.9650908994117647,0.9660167870588237,0.9668860129411764,0.967712795882353,0.967729165882353,0.9677440423529413,0.9677714358823529,0.9678024241176473,0.9678351200000002,0.9678693888235295,0.9679020564705882,0.9679353917647059,0.9679685529411763,0.9679927882352942,0.9680121982352942,0.968028421764706,0.9680413717647058,0.9680533776470588,0.9680629464705881,0.9680787052941175,0.9680982376470588,0.9681209264705882,0.9681435717647058,0.96815981,0.9681780923529412,0.9681983200000001,0.9682152270588236,0.9682337094117647,0.9682481329411765,0.9682588188235295,0.9682692129411763,0.9682774282352941,0.9682848047058824,0.9682886988235292,0.9682869105882353,0.9682733658823528,0.9682466247058822,0.9682146776470588,0.9681761905882353,0.9681382535294115,0.9681084323529412,0.9680766305882351,0.9680426364705881,0.9680007682352939,0.967979185,0.9679574506666667,0.9679350328571428,0.9679079661538462,0.9678786549999999,0.9678441236363636,0.967807906,0.9677734733333333
pNuLoCDScore	0.15449600743790842,0.15908351626143785,0.1719256774379085,0.1988428818496732,0.22548104243790856,0.25153433184967317,0.27743345455555557,0.30181486102614385,0.3227336945555555,0.3163552305705881,0.30060654650802127,0.2815805977794118,0.2617146445113122,0.24170357112184876,0.22475158496862746,0.21001945179044124,0.19631874770588237,0.18938384182352946,0.17590753064705894,0.14975962564705886,0.12540517976470578,0.10214751388235305,0.07990351235294113,0.05904054470588238,0.04106804294117666,0.02799806411764727,0.021258981764706086,0.01909804000000004,0.01929203705882354,0.022590858823529403,0.026968345294117624,0.030399005294117654,0.03561222941176467,0.04299724941176464,0.04998165235294094,0.053987584705882274,0.05471286117647056,0.05344956823529401,0.05060905058823517,0.04776098529411743,0.04575320058823518,0.04549006529411759,0.04557742411764698,0.04505240705882341,0.04436746294117644,0.04262818235294108,0.03916722235294112,0.035953374117646986,0.03257867117647062,0.028284242352941247,0.021367605294117742,0.016317614705882333,0.01370312941176488,0.013628807647059094,0.014891278235294347,0.016080424705882668,0.016769651176470668,0.01697934470588225,0.016637557058823527,0.01628939470588253,0.021662091176470666,0.02561925117647068,0.039085570000000125,0.0551623052941177,0.07172798058823537,0.08790460999999994,0.10576429411764698,0.1252489847058823,0.1442777141176469,0.16164491470588194,0.178243296470588,0.19458979235294094,0.21211643058823515,0.22928097470588238,0.24611805647058815,0.26322799941176456,0.2748555470588234,0.28233372764705866,0.2825421647058821,0.27192401647058817,0.2595192441176468,0.24629028764705885,0.23240634058823528,0.21574668764705884,0.19840949117647055,0.18138247235294136,0.16424829647058825,0.14737836294117646,0.12955095705882347,0.11168607470588232,0.09400652764705897,0.07649696411764706,0.05857011411764723,0.046527600000000224,0.03285594000000025,0.02798346176470612,0.024116607647059363,-0.02202320517647058,-0.036563893999999986,-0.048321134588235254,-0.052343555764705854,-0.05414152576470585,-0.054219561058823515,-0.05279058847058822,-0.05266020517647056,-0.0537411916470588,-0.051028657635294086,-0.04883955147058823,-0.0435740167745098,-0.03129464338914027,-0.016899808983193265,0.006803022686274501,0.030422291624999986,0.06852406370588232,0.1192336034705882,0.16705835170588232,0.20717023347058816,0.2445794028823529,0.28009726935294116,0.3137290238235294,0.3484127744117647,0.38492204029411764,0.4230713582941176,0.46107142364705883,0.49498124923529413,0.5184674745294118,0.5330935515882352,0.5369317631176471,0.531605570764706,0.5121255978235295,0.4778278115882354,0.44351859217647066,0.40985623747058836,0.37688213335294135,0.34396192805882364,0.31152179335294117,0.27924695947058836,0.24649238005882368,0.21248945064705882,0.17677469029411763,0.14160036882352933,-0.026669751215686238,-0.0382363270980392,-0.04726458003921569,-0.05584160768627458,-0.05769759650980394,-0.05742440474509808,-0.05635463033333335,-0.05476829209803927,-0.05334388950980393,-0.04536660534705886,-0.03807586138502675,-0.03134802126960787,-0.02608569121719459,-0.023395474953781525,-0.02215446203529417,-0.021192985437500034,-0.022007090705882415,-0.011639800117647064,-0.00438022835294119,0.0015289945882352995,-0.0008155765882353339,-0.005207588058823542,-0.01004330305882356,-0.01531744541176469,-0.01957753270588236,-0.022980785294117623,-0.026738735294117674,-0.030439790000000036,-0.03424162095588236,-0.03752496678431372,-0.0399531881932773,-0.04264648307692309,-0.0445092594117647,-0.045265976844919814,-0.04688494544117647,-0.04673339490196074,-0.04253283490196075,-0.0384140151960784,-0.03464807460784311,-0.030960270490196062,-0.028124585784313733,-0.025978148725490202,-0.02353581107843135,-0.02126612931372547
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
