UniprotID	Q8NEM8-4
Accession	Q8NEM8;B7Z827;Q9H965
EntryName	CBPC3_HUMAN
ProteinName	Cytosolic carboxypeptidase 3 (EC 3.4.17.-) (ATP/GTP-binding protein-like 3) (Protein deglutamylase CCP3)
GeneName	AGBL3 CCP3
Length	920
Function	Metallocarboxypeptidase that mediates deglutamylation of tubulin and non-tubulin target proteins. Catalyzes the removal of polyglutamate side chains present on the gamma-carboxyl group of glutamate residues within the C-terminal tail of tubulin protein. Specifically cleaves tubulin long-side-chains, while it is not able to remove the branching point glutamate. Also catalyzes the removal of polyglutamate residues from the carboxy-terminus of non-tubulin proteins such as MYLK. May catalyze the hydrolysis of aspartate from the carboxy-terminus of target proteins. Does not show detyrosinase or deglycylase activities from the carboxy-terminus of target proteins.
Subcellular Location	Cytoplasm; Cytosol
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.75468546
pNuLoCRegion	17...36;350...356
