UniprotID	Q9NQG7-4
Accession	Q9NQG7;B1AHQ4;Q5H8V6;Q96LX6;Q9BY93;Q9UH37;Q9UH38
EntryName	HPS4_HUMAN
ProteinName	BLOC-3 complex member HPS4 (Hermansky-Pudlak syndrome 4 protein) (Light-ear protein homolog)
GeneName	HPS4 KIAA1667
Length	721
Function	Component of the BLOC-3 complex, a complex that acts as a guanine exchange factor (GEF) for RAB32 and RAB38, promotes the exchange of GDP to GTP, converting them from an inactive GDP-bound form into an active GTP-bound form. The BLOC-3 complex plays an important role in the control of melanin production and melanosome biogenesis and promotes the membrane localization of RAB32 and RAB38 (PubMed:23084991).
Subcellular Location	
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.41149503
pNuLoCRegion	43...65;100...118
