UniprotID	Q13214-2
Accession	Q13214;Q6GU46;Q8TB71;Q8TDV7;Q93018;Q96GX0
EntryName	SEM3B_HUMAN
ProteinName	Semaphorin-3B (Sema A(V)) (Semaphorin-V) (Sema V)
GeneName	SEMA3B SEMA5 SEMAA
Length	748
Function	Inhibits axonal extension by providing local signals to specify territories inaccessible for growing axons.
Subcellular Location	Secreted; Endoplasmic reticulum
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.074331425
pNuLoCRegion	
