UniprotID	Q12872-2
Accession	Q12872;B2RN45;B7ZM97;F5H6B8;Q6PJF7
EntryName	SFSWA_HUMAN
ProteinName	Splicing factor, suppressor of white-apricot homolog (Splicing factor, arginine/serine-rich 8) (Suppressor of white apricot protein homolog)
GeneName	SFSWAP SFRS8 SWAP
Length	1003
Function	Plays a role as an alternative splicing regulator. Regulate its own expression at the level of RNA processing. Also regulates the splicing of fibronectin and CD45 genes. May act, at least in part, by interaction with other R/S-containing splicing factors. Represses the splicing of MAPT/Tau exon 10.
Subcellular Location	Nucleus
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.9570941
pNuLoCRegion	14...35;79...80;761...778;856...873;883...909;916...930
