UniprotID	Q86TC9-2
Accession	Q86TC9;Q5VV35;Q5VV36;Q86T37;Q8N3L4;Q96K90;Q96KF5
EntryName	MYPN_HUMAN
ProteinName	Myopalladin (145 kDa sarcomeric protein)
GeneName	MYPN MYOP
Length	1045
Function	Component of the sarcomere that tethers together nebulin (skeletal muscle) and nebulette (cardiac muscle) to alpha-actinin, at the Z lines.
Subcellular Location	Cytoplasm; Nucleus; Cytoplasm; Myofibril; Sarcomere; Cytoplasm; Myofibril; Sarcomere; Z line
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.6622059
pNuLoCRegion	539...545
