UniprotID	Q12967-6
Accession	Q12967;B7Z753;E7ER93;E7ERZ0;Q5T7V4;Q6KH11;Q6PCE1;Q6ZSD5;Q9HAX7;Q9HAY1;Q9HCT1;Q9P2N8
EntryName	GNDS_HUMAN
ProteinName	Ral guanine nucleotide dissociation stimulator (RalGDS) (Ral guanine nucleotide exchange factor) (RalGEF)
GeneName	RALGDS KIAA1308 RGF
Length	902
Function	Functions as a guanine nucleotide exchange factor (GEF) activating either RalA or RalB GTPases and plays an important role in intracellular transport. Interacts and acts as an effector molecule for R-Ras, H-Ras, K-Ras, and Rap (By similarity). During bacterial clearance, recognizes 'Lys-33'-linked polyubiquitinated TRAF3 and subsequently mediates assembly of the exocyst complex (PubMed:27438768).
Subcellular Location	Cytoplasm; Nucleus
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.95709133
pNuLoCRegion	1...23;53...65;222...223;538...544;564...585;603...611
