UniprotID	Q8TD31-2
Accession	Q8TD31;A2ABH6;E9PE84;Q2TB67;Q5SQ82;Q5STE9;Q9NRK8;Q9NWY9;Q9NXJ4;Q9NXK3;Q9Y6W1;Q9Y6W2
EntryName	CCHCR_HUMAN
ProteinName	Coiled-coil alpha-helical rod protein 1 (Alpha-helical coiled-coil rod protein) (Putative gene 8 protein) (Pg8)
GeneName	CCHCR1 C6orf18 HCR
Length	871
Function	May be a regulator of keratinocyte proliferation or differentiation.
Subcellular Location	Cytoplasm; Nucleus
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.14404044
pNuLoCRegion	
