UniprotID	Q9C0I1-2
Accession	Q9C0I1;Q69YJ4;Q6PFW3;Q96QU2;Q9NX27
EntryName	MTMRC_HUMAN
ProteinName	Myotubularin-related protein 12 (Inactive phosphatidylinositol 3-phosphatase 12) (Phosphatidylinositol 3 phosphate 3-phosphatase adapter subunit) (3-PAP) (3-phosphatase adapter protein)
GeneName	MTMR12 KIAA1682 PIP3AP
Length	693
Function	Acts as an adapter for the myotubularin-related phosphatases (PubMed:11504939, PubMed:12847286, PubMed:23818870). Regulates phosphatase MTM1 protein stability and possibly its intracellular location (PubMed:23818870). By stabilizing MTM1 protein levels, required for skeletal muscle maintenance but not for myogenesis (By similarity).
Subcellular Location	Cytoplasm; Sarcoplasmic reticulum; Cytoplasm; Myofibril; Sarcomere
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.7840621
pNuLoCRegion	3...35
