UniprotID	Q9BZ29-6
Accession	Q9BZ29;B3KX25;E9PFM9;Q5JUD4;Q5JUD6;Q5T2Q1;Q5TAN8;Q9BZ25;Q9BZ26;Q9BZ27;Q9BZ28;Q9UPU4
EntryName	DOCK9_HUMAN
ProteinName	Dedicator of cytokinesis protein 9 (Cdc42 guanine nucleotide exchange factor zizimin-1) (Zizimin-1)
GeneName	DOCK9 KIAA1058 ZIZ1
Length	1253
Function	Guanine nucleotide-exchange factor (GEF) that activates CDC42 by exchanging bound GDP for free GTP. Overexpression induces filopodia formation.
Subcellular Location	Endomembrane system
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.69046104
pNuLoCRegion	24...35;77...80;744...745;832...842
