UniprotID	Q15572-2
Accession	Q15572;B7Z5K5;B7Z5S4;B7Z908;B7Z9L7;Q59F67;Q8N6V3
EntryName	TAF1C_HUMAN
ProteinName	TATA box-binding protein-associated factor RNA polymerase I subunit C (RNA polymerase I-specific TBP-associated factor 110 kDa) (TAFI110) (TATA box-binding protein-associated factor 1C) (TBP-associated factor 1C) (Transcription initiation factor SL1/TIF-IB subunit C)
GeneName	TAF1C
Length	775
Function	Component of the transcription factor SL1/TIF-IB complex, which is involved in the assembly of the PIC (pre-initiation complex) during RNA polymerase I-dependent transcription. The rate of PIC formation probably is primarily dependent on the rate of association of SL1/TIF-IB with the rDNA promoter. SL1/TIF-IB is involved in stabilization of nucleolar transcription factor 1/UBTF on rDNA. Formation of SL1/TIF-IB excludes the association of TBP with TFIID subunits. Recruits RNA polymerase I to the rRNA gene promoter via interaction with RRN3.
Subcellular Location	Nucleus; Nucleolus
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.9323945
pNuLoCRegion	16...42
