UniprotID	Q7Z406-4
Accession	Q7Z406;B0I1S2;C3TTN4;Q5CZ75;Q6XYE4;Q76B62;Q8WV23;Q96I22;Q9BT27;Q9BW35;Q9H882
EntryName	MYH14_HUMAN
ProteinName	Myosin-14 (Myosin heavy chain 14) (Myosin heavy chain, non-muscle IIc) (Non-muscle myosin heavy chain IIc) (NMHC II-C)
GeneName	MYH14 KIAA2034 FP17425
Length	1779
Function	Cellular myosin that appears to play a role in cytokinesis, cell shape, and specialized functions such as secretion and capping.
Subcellular Location	
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.62385863
pNuLoCRegion	32...74;314...323
