UniprotID	Q14123-3
Accession	Q14123;B3KPC6;E9PE92;Q14124;Q8NB10
EntryName	PDE1C_HUMAN
ProteinName	Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C (Cam-PDE 1C) (EC 3.1.4.17) (Hcam3)
GeneName	PDE1C
Length	769
Function	Calmodulin-dependent cyclic nucleotide phosphodiesterase with a dual specificity for the second messengers cAMP and cGMP, which are key regulators of many important physiological processes (PubMed:29860631, PubMed:8557689). Has a high affinity for both cAMP and cGMP (PubMed:8557689). Modulates the amplitude and duration of the cAMP signal in sensory cilia in response to odorant stimulation, hence contributing to the generation of action potentials. Regulates smooth muscle cell proliferation. Regulates the stability of growth factor receptors, including PDGFRB (Probable).
Subcellular Location	Lysosome
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.5865004
pNuLoCRegion	18...38
