UniprotID	Q12968-3
Accession	Q12968;O75211;Q14516;Q99840;Q99841;Q99842
EntryName	NFAC3_HUMAN
ProteinName	Nuclear factor of activated T-cells, cytoplasmic 3 (NF-ATc3) (NFATc3) (NFATx) (T-cell transcription factor NFAT4) (NF-AT4) (NF-AT4c)
GeneName	NFATC3 NFAT4
Length	1065
Function	Acts as a regulator of transcriptional activation. Binds to the TNFSF11/RANKL promoter region and promotes TNFSF11 transcription (By similarity). Binding to the TNFSF11 promoter region is increased by high levels of Ca(2+) which induce NFATC3 expression and may lead to regulation of TNFSF11 expression in osteoblasts (By similarity). Plays a role in promoting mesenteric arterial wall remodeling in response to the intermittent hypoxia-induced increase in EDN1 and ROCK signaling (By similarity). As a result NFATC3 colocalizes with F-actin filaments, translocates to the nucleus and promotes transcription of the smooth muscle hypertrophy and differentiation marker ACTA2 (By similarity). Promotes lipopolysaccharide-induced apoptosis and hypertrophy in cardiomyocytes (By similarity). Following JAK/STAT signaling activation and as part of a complex with NFATC4 and STAT3, binds to the alpha-beta E4 promoter region of CRYAB and activates transcription in cardiomyocytes (By similarity). In conjunction with NFATC4, involved in embryonic heart development via maintenance of cardiomyocyte survival, proliferation and differentiation (By similarity). Plays a role in the inducible expression of cytokine genes in T-cells, especially in the induction of the IL-2 (PubMed:18815128). Required for thymocyte maturation during DN3 to DN4 transition and during positive selection (By similarity). Positively regulates macrophage-derived polymicrobial clearance, via binding to the promoter region and promoting transcription of NOS2 resulting in subsequent generation of nitric oxide (By similarity). Involved in Ca(2+)-mediated transcriptional responses upon Ca(2+) influx via ORAI1 CRAC channels.
Subcellular Location	Cytoplasm; Nucleus
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.92848486
pNuLoCRegion	1...34;73...75
