UniprotID	Q02952-3
Accession	Q02952;O00310;O00498;Q4LE68;Q5SZ80;Q5TGN1;Q68D82;Q99970
EntryName	AKA12_HUMAN
ProteinName	A-kinase anchor protein 12 (AKAP-12) (A-kinase anchor protein 250 kDa) (AKAP 250) (Gravin) (Myasthenia gravis autoantigen)
GeneName	AKAP12 AKAP250
Length	1677
Function	Anchoring protein that mediates the subcellular compartmentation of protein kinase A (PKA) and protein kinase C (PKC).
Subcellular Location	Cytoplasm; Cell cortex; Cytoplasm; Cytoskeleton; Membrane
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.93229216
pNuLoCRegion	24...41;213...226;518...527;586...594;627...641;665...679;710...727
