UniprotID	Q9Y468-2
Accession	Q9Y468;B4DRC9;E1P5W7;Q5H8Y8;Q5H8Y9;Q8IUV7;Q9H1E6;Q9H1G5;Q9UG06;Q9UJB9;Q9Y4C9
EntryName	LMBL1_HUMAN
ProteinName	Lethal(3)malignant brain tumor-like protein 1 (H-l(3)mbt) (H-l(3)mbt protein) (L(3)mbt-like) (L(3)mbt protein homolog) (L3MBTL1)
GeneName	L3MBTL1 KIAA0681 L3MBT L3MBTL
Length	738
Function	Polycomb group (PcG) protein that specifically recognizes and binds mono- and dimethyllysine residues on target proteins, thereby acting as a 'reader' of a network of post-translational modifications. PcG proteins maintain the transcriptionally repressive state of genes: acts as a chromatin compaction factor by recognizing and binding mono- and dimethylated histone H1b/H1-4 at 'Lys-26' (H1bK26me1 and H1bK26me2) and histone H4 at 'Lys-20' (H4K20me1 and H4K20me2), leading to condense chromatin and repress transcription. Recognizes and binds p53/TP53 monomethylated at 'Lys-382', leading to repress p53/TP53-target genes. Also recognizes and binds RB1/RB monomethylated at 'Lys-860'. Participates in the ETV6-mediated repression. Probably plays a role in cell proliferation. Overexpression induces multinucleated cells, suggesting that it is required to accomplish normal mitosis.
Subcellular Location	Nucleus
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.9502297
pNuLoCRegion	141...165;613...623;652...655
