UniprotID	Q504Y0-4
Accession	Q504Y0;B7Z2Y9;B7ZL35;C9JJL4;F5GX72;Q49AN8;Q4G0L3;Q5VWV8;Q5VWV9;Q6NZY5;Q96NN4
EntryName	S39AC_HUMAN
ProteinName	Zinc transporter ZIP12 (LIV-1 subfamily of ZIP zinc transporter 8) (LZT-Hs8) (Solute carrier family 39 member 12) (Zrt- and Irt-like protein 12) (ZIP-12)
GeneName	SLC39A12 ZIP12
Length	690
Function	Uniporter that promotes Zn(2+) import from the extracellular space to the cytoplasm across the cell membrane. The transport activity is temperature dependent. May play a role in neurulation and neurite extension. May play a key role in maintaining intracellular zinc content at levels that reduce the inhibitory effects of rises in oxidative stress on spermatogonia and spermatozoa viability during spermatogenesis.
Subcellular Location	Membrane
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.020314405
pNuLoCRegion	
