UniprotID	Q9Y219-2
Accession	Q9Y219;Q9UE17;Q9UE99;Q9UNK8;Q9Y6P9;Q9Y6Q0
EntryName	JAG2_HUMAN
ProteinName	Protein jagged-2 (Jagged2) (hJ2)
GeneName	JAG2
Length	1200
Function	Putative Notch ligand involved in the mediation of Notch signaling. Involved in limb development (By similarity).
Subcellular Location	Membrane
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.02603192
pNuLoCRegion	
