UniprotID	Q99218-1
Accession	Q99218;Q6RWT1
EntryName	AMELY_HUMAN
ProteinName	Amelogenin, Y isoform
GeneName	AMELY AMGL AMGY
Length	192
Function	Plays a role in biomineralization. Seems to regulate the formation of crystallites during the secretory stage of tooth enamel development. Thought to play a major role in the structural organization and mineralization of developing enamel.
Subcellular Location	Secreted; Extracellular space; Extracellular matrix
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.024891227
pNuLoCRegion	
pNuLoCScore	0.09174359176666667,0.08356433949,0.07687747062727274,0.07132162632500001,0.06663465814615385,0.06260367806428573,0.05910604612666668,0.05604439624375001,0.053345163788235304,0.027611042552941178,0.017118401494117644,0.009560098729411763,0.009613867964705883,0.009805125576470588,0.0099752185,0.010106209911764707,0.010204817147058825,0.010251343735294119,0.010280338676470588,0.010301926911764705,0.01031093505882353,0.010309163117647057,0.010318653999999998,0.01033262361764706,0.010271907911764707,0.010257111647058824,0.010248922117647061,0.010242490705882354,0.010236878176470588,0.010228693352941173,0.010217577411764706,0.010200643352941177,0.010170413823529413,0.010134721411764705,0.010101816411764705,0.010072058176470588,0.010047198588235294,0.01002274923529412,0.009999835588235294,0.009979488823529411,0.009964736264705882,0.010022274794117644,0.010033414852941175,0.010034972205882352,0.01003176638235294,0.010029391147058822,0.0100196815,0.010015045205882353,0.010017278117647058,0.010033479205882352,0.010053575794117647,0.010069357529411764,0.010079988882352939,0.010088039529411764,0.01009608844117647,0.010102953558823527,0.010132519735294117,0.010128210088235293,0.010111122088235294,0.010102065205882353,0.010098053558823528,0.010100715617647058,0.010106346911764706,0.010118352088235293,0.010135259499999999,0.010155305647058821,0.01017861544117647,0.010204767735294119,0.010235035647058823,0.010276491352941177,0.010331335352941179,0.010382703705882353,0.010435294470588235,0.010463366176470588,0.010519758588235294,0.010593810176470589,0.010659326529411766,0.010717462235294118,0.010772342764705884,0.010822701176470589,0.01087009011764706,0.010911155294117647,0.010946538,0.01097802273529412,0.011009112911764707,0.0110385295,0.011058409617647058,0.01106667773529412,0.01107161785294118,0.011088734264705885,0.011121324382352943,0.011151174794117648,0.011183576794117647,0.011235197470588237,0.011345113529411765,0.011498171088235296,0.011664823323529413,0.011850254823529412,0.012052673323529413,0.012269614911764707,0.012498473,0.012731662058823529,0.012974430705882353,0.013228406235294117,0.01349042488235294,0.013768434000000001,0.014040086117647057,0.014302911235294116,0.014577500705882351,0.014854134999999997,0.015114998735294113,0.015318858147058823,0.015481467352941177,0.015630843352941175,0.015763025852941176,0.015877522058823527,0.015981789705882352,0.016081541294117648,0.016180253235294123,0.016267573529411765,0.01645817452941176,0.016645768764705884,0.016822124764705883,0.01699478211764706,0.017155949470588235,0.017306034411764704,0.01745021247058823,0.017589978117647058,0.017733883470588237,0.017877802411764704,0.01802170535294118,0.018165015000000003,0.018308453647058825,0.01845049317647059,0.018586822235294117,0.01871940894117647,0.018854384647058825,0.018886690941176475,0.018911999882352943,0.018938592647058824,0.01896043588235294,0.01898454947058823,0.019011196470588233,0.019039007705882353,0.019063102235294116,0.019076776352941176,0.019086805882352943,0.019097840235294122,0.01911083441176471,0.019133763764705883,0.019154327647058825,0.019176390117647064,0.01957973823529412,0.01985127511764706,0.020067903999999998,0.020308641705882355,0.020486110705882358,0.02067308717647059,0.02087665447058824,0.021073927411764705,0.02127029217647059,0.021512460235294118,0.02175442082352942,0.021987413647058827,0.022222387941176477,0.022470101470588234,0.02271404941176471,0.02296518635294118,0.023220456294117647,0.02310894794117647,0.023135440764705886,0.02318198182352941,0.023218263529411764,0.02332332011764706,0.02342411517647059,0.023523605764705878,0.023618895176470586,0.023719101647058823,0.02377101052941176,0.023838947117647055,0.023926863176470588,0.024021342411764707,0.024103874294117644,0.02418875205882353,0.024226791062500003,0.024260819666666666,0.02428041435714286,0.024291621769230772,0.02433738758333333,0.024372974000000002,0.0244084581,0.024443861666666664
pNuLoCDScore	-0.03839842797843137,-0.06413254921372549,-0.07462519027254903,-0.08218349303725492,-0.08212972380196079,-0.08193846619019608,-0.08176837326666667,-0.08163738185490196,-0.08153877461960785,-0.07331299575470589,-0.06659713195080215,-0.061019699413235304,-0.05632372308733032,-0.05229451494663867,-0.04878739212666668,-0.04571177262610295,-0.043073255876470595,-0.017353930905882352,-0.006869479376470583,0.0006823919764705911,0.000623010211764705,0.00042356777647058544,0.0002423589117647052,9.443344117647003e-05,-3.440332352941215e-05,-0.00011662232352941358,-0.00017852226470588262,-0.00022986873529411665,-0.00026373647058823557,-0.0002864138823529365,-0.00031881841176470416,-0.0003531347941176481,-0.0003071716470588251,-0.0002348368529411799,-0.00021550726470588588,-0.00020751850000000176,-0.00020511179411764752,-0.00019930220588235126,-0.00019789591176470542,-0.0001855981470588238,-0.00015313570588235473,-0.00010124220588235248,-4.824061764705824e-05,-2.7006470588245013e-06,3.2790294117644725e-05,6.529029411764427e-05,9.625285294117582e-05,0.00012346473529411574,0.00016778347058823452,0.00010593529411764835,7.770723529411903e-05,6.709300000000071e-05,6.628717647058809e-05,7.132447058823613e-05,8.666541176470532e-05,0.0001033068823529399,0.00011798138235294062,0.00012182644117646885,0.0001250396470588236,0.0001354102058823553,0.00015504676470588438,0.00018845182352941227,0.0002352469117647086,0.00027975014705882567,0.0003027747352941177,0.00033515608823529545,0.00040863650000000015,0.0004917449705882353,0.0005612729705882381,0.0006167466176470598,0.0006659958529411786,0.0007043490882352958,0.0007348306176470608,0.0007558496470588261,0.0007679225588235299,0.0007732550000000005,0.0007740772647058837,0.0007620381470588231,0.0007270742647058799,0.0006839740294117668,0.0006363233823529456,0.000625368088235297,0.0006015657941176485,0.0005573646176470597,0.0005242502647058809,0.0005177352352941193,0.0005727707647058804,0.0006754699117647069,0.0007947332058823534,0.000939099529411765,0.0011061353235294127,0.0012915921764705875,0.0014893600882352927,0.001693132558823529,0.0019160210882352945,0.002161728499999998,0.0024188070294117597,0.002679699735294116,0.0029187617352941144,0.0031517364411764674,0.0033939239117647037,0.00361893752941176,0.0037698852058823482,0.0038206870588235273,0.003816644029411764,0.0037805885294117623,0.003710352529411763,0.0036079071470588205,0.0034833167058823528,0.0033498792352941193,0.00320582252941177,0.0030391672941176475,0.00296774964705882,0.0028773347647058824,0.0027820386470588255,0.002691870882352943,0.0025784487647058842,0.002451899411764706,0.002335213735294118,0.002271119970588235,0.0022524161176470606,0.002246959058823529,0.0022586795000000028,0.0022874929411764756,0.002326663941176473,0.002368951882352942,0.002406568999999994,0.002451835411764705,0.002396210117647065,0.002240922176470591,0.00208987511764706,0.001943810529411765,0.0018044864117647032,0.0016785150588235279,0.0015609840000000014,0.0014490295882352948,0.0013292187647058785,0.0011989739411764726,0.0010651005294117638,0.0009328252352941192,0.0008023807647058838,0.0006832705882352935,0.0005675054117647085,0.00045698117647059375,0.0007253535882352953,0.0009645841764705856,0.0011559041176470546,0.001370049058823531,0.0015256748235294194,0.0016885377058823599,0.0018654580000000073,0.002034919705882352,0.0022071899411764753,0.0024356838823529417,0.0026676149411764757,0.002889573411764705,0.0031115535294117674,0.003336337705882351,0.0035597217647058838,0.0037887962352941146,0.003640718058823527,0.003257672823529411,0.003067536764705888,0.002873340117647054,0.002732152823529406,0.002650232941176469,0.0025474607058823505,0.002449678352941173,0.0023486029999999943,0.0022066414117647044,0.0020165897058823413,0.001851533470588227,0.001704475235294111,0.0015512409411764724,0.001389824882352935,0.001223565705882352,0.0010063347683823554,0.0011518717254901945,0.001144973592436975,0.0011096399457013635,0.0011191240539215677,0.0010496538823529418,0.0009843429235294084,0.0009202559019607856,0.0008249664901960781,0.000724760019607841,0.000672851137254904,0.0006049145490196091,0.0005169984901960759,0.00042251925490195685,0.00033998737254901934,0.00025510960784313336
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
