UniprotID	Q13615-3
Accession	Q13615;A5PL26;A7MD32;Q9NYN5;Q9NYN6;Q9UDX6;Q9UEG3
EntryName	MTMR3_HUMAN
ProteinName	Phosphatidylinositol-3,5-bisphosphate 3-phosphatase MTMR3 (EC 3.1.3.95) (FYVE domain-containing dual specificity protein phosphatase 1) (FYVE-DSP1) (Myotubularin-related protein 3) (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (Phosphatidylinositol-3-phosphate phosphatase) (Zinc finger FYVE domain-containing protein 10)
GeneName	MTMR3 KIAA0371 ZFYVE10
Length	1161
Function	Lipid phosphatase that specifically dephosphorylates the D-3 position of phosphatidylinositol 3-phosphate and phosphatidylinositol 3,5-bisphosphate, generating phosphatidylinositol and phosphatidylinositol 5-phosphate (PubMed:10733931, PubMed:11302699, PubMed:11676921, PubMed:12646134). Decreases the levels of phosphatidylinositol 3-phosphate, a phospholipid found in cell membranes where it acts as key regulator of both cell signaling and intracellular membrane traffic (PubMed:11302699, PubMed:11676921, PubMed:12646134). Could also have a molecular sequestering/adapter activity and regulate biological processes independently of its phosphatase activity. It includes the regulation of midbody abscission during mitotic cytokinesis (PubMed:25659891).
Subcellular Location	Cytoplasm; Cytosol; Membrane
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.6392151
pNuLoCRegion	19...38;75...77
