UniprotID	Q86Y26-4
Accession	Q86Y26;B4DZ00;B7Z7Y4;E7EVE8;F5H4I6;Q86YS8;Q8N7F2;Q9NTB3
EntryName	NUTM1_HUMAN
ProteinName	NUT family member 1 (Nuclear protein in testis)
GeneName	NUTM1 C15orf55 NUT
Length	1160
Function	Plays a role in the regulation of proliferation. Regulates TERT expression by modulating SP1 binding to TERT promoter binding sites.
Subcellular Location	Cytoplasm; Nucleus
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.90919405
pNuLoCRegion	20...41;54...68;375...391;1142...1158
