UniprotID	Q8TD43-3
Accession	Q8TD43;A2RU25;Q7Z5D9;Q96L84;Q9NXV1
EntryName	TRPM4_HUMAN
ProteinName	Transient receptor potential cation channel subfamily M member 4 (hTRPM4) (Calcium-activated non-selective cation channel 1) (Long transient receptor potential channel 4) (LTrpC-4) (LTrpC4) (Melastatin-4)
GeneName	TRPM4 LTRPC4
Length	1069
Function	Calcium-activated selective cation channel that mediates membrane depolarization (PubMed:12015988, PubMed:12842017, PubMed:29211723, PubMed:30528822). While it is activated by increase in intracellular Ca(2+), it is impermeable to it (PubMed:12015988). Mediates transport of monovalent cations (Na(+) > K(+) > Cs(+) > Li(+)), leading to depolarize the membrane (PubMed:12015988). It thereby plays a central role in cadiomyocytes, neurons from entorhinal cortex, dorsal root and vomeronasal neurons, endocrine pancreas cells, kidney epithelial cells, cochlea hair cells etc. Participates in T-cell activation by modulating Ca(2+) oscillations after T lymphocyte activation, which is required for NFAT-dependent IL2 production. Involved in myogenic constriction of cerebral arteries. Controls insulin secretion in pancreatic beta-cells. May also be involved in pacemaking or could cause irregular electrical activity under conditions of Ca(2+) overload. Affects T-helper 1 (Th1) and T-helper 2 (Th2) cell motility and cytokine production through differential regulation of calcium signaling and NFATC1 localization. Enhances cell proliferation through up-regulation of the beta-catenin signaling pathway. Plays a role in keratinocyte differentiation (PubMed:30528822).
Subcellular Location	Cell membrane; Endoplasmic reticulum; Golgi apparatus; Cell membrane; Endoplasmic reticulum; Golgi apparatus
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.02023289
pNuLoCRegion	
