UniprotID	Q9NQG7-3
Accession	Q9NQG7;B1AHQ4;Q5H8V6;Q96LX6;Q9BY93;Q9UH37;Q9UH38
EntryName	HPS4_HUMAN
ProteinName	BLOC-3 complex member HPS4 (Hermansky-Pudlak syndrome 4 protein) (Light-ear protein homolog)
GeneName	HPS4 KIAA1667
Length	703
Function	Component of the BLOC-3 complex, a complex that acts as a guanine exchange factor (GEF) for RAB32 and RAB38, promotes the exchange of GDP to GTP, converting them from an inactive GDP-bound form into an active GTP-bound form. The BLOC-3 complex plays an important role in the control of melanin production and melanosome biogenesis and promotes the membrane localization of RAB32 and RAB38 (PubMed:23084991).
Subcellular Location	
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.45637354
pNuLoCRegion	43...65;100...118
pNuLoCScore	0.20771446522222223,0.19421740469999998,0.1831491860909091,0.17365544391666665,0.16569615476923077,0.15883819228571427,0.15282289586666664,0.14742731024999997,0.14318049317647058,0.12147767258823527,0.10310606764705883,0.08628846588235294,0.07571079470588235,0.07651198858823528,0.07732406652941176,0.07755522629411764,0.07847431482352941,0.07904199752941177,0.08076044870588235,0.08248982635294116,0.08432715752941175,0.08618787517647059,0.08818206164705883,0.09009134776470587,0.08953195994117646,0.088141479,0.0870149182352941,0.08573886541176469,0.08508031247058823,0.08500849952941177,0.08576161599999998,0.08637681041176472,0.08699926717647061,0.08775330423529412,0.0889912954117647,0.09058964658823528,0.09450538188235293,0.09813468011764705,0.10262594217647059,0.10813738041176471,0.11338146688235294,0.12017577905882355,0.12949115470588235,0.13826470429411764,0.14730054794117647,0.15534415970588236,0.1639579426470588,0.1719175844117647,0.17951812735294115,0.18588037941176472,0.1913044229411765,0.1964159823529412,0.20247125764705884,0.20581057823529414,0.2099529582352941,0.21370740235294117,0.22479826588235294,0.23577761588235296,0.24922584470588233,0.2595002982352941,0.26877515235294114,0.2770196682352941,0.2853812776470588,0.29172117941176473,0.2978599364705882,0.30336396352941175,0.3087070005882353,0.3144590205882354,0.31965638411764713,0.3231309464705882,0.32676265411764704,0.32976822705882347,0.3321221747058823,0.3264742017647059,0.3214934176470588,0.3153654864705882,0.30976434294117644,0.30526785823529407,0.3007160564705882,0.2966184311764706,0.2933293223529412,0.2903052252941176,0.2874155270588235,0.2838483288235294,0.28018319705882355,0.27858408647058824,0.27727442705882355,0.27627001411764707,0.2820693152941176,0.28714671529411767,0.2917194852941177,0.29377202823529414,0.2941215029411765,0.2948902523529412,0.29585529,0.2973056288235294,0.29931507588235295,0.30182542,0.3044320964705882,0.30803899176470595,0.31305945470588237,0.31875151000000007,0.3224581723529412,0.32666714529411767,0.3310830917647059,0.328848434117647,0.3279033470588235,0.32708470705882353,0.3291149582352941,0.33281422235294117,0.33683198235294115,0.3407208823529412,0.34481077941176475,0.34767258352941177,0.3506044047058824,0.3535316223529412,0.3557665223529412,0.3586642258823529,0.3615392847058823,0.364629994117647,0.3718713194117647,0.377802194117647,0.3838031182352941,0.3891238670588235,0.3946924852941176,0.39949111176470586,0.4043424317647059,0.4089159417647059,0.4133243888235294,0.41689993705882356,0.4213507176470588,0.42533975647058825,0.42893715294117646,0.4325625176470588,0.43569828294117646,0.43849053352941175,0.4410770017647059,0.43907727058823526,0.43828622529411765,0.437499185882353,0.4369872664705882,0.4359983376470588,0.4351400082352941,0.4338660629411764,0.4326968247058824,0.4316767211764706,0.4314769270588235,0.4308308917647059,0.43015184058823536,0.4295602170588236,0.4293086188235295,0.42932541176470596,0.43068186705882355,0.4301208594117648,0.42888633529411774,0.4284744641176471,0.42887209941176474,0.4289771511764706,0.42877940000000003,0.4283174935294118,0.42714070823529415,0.42578800000000006,0.4243468811764707,0.422660511764706,0.421219285882353,0.4192698476470589,0.4169844305882354,0.4146419464705883,0.412122331764706,0.4079423494117648,0.405815015882353,0.4042031652941177,0.40169116411764716,0.3983443388235295,0.3952458388235294,0.39247659176470595,0.38997592117647056,0.38818891647058823,0.385786808235294,0.3831981611764705,0.3807524270588234,0.3778219976470587,0.3752207617647058,0.3729751847058823,0.3670096823529412,0.3621668364705882,0.35698535294117645,0.3516242835294118,0.34657060941176476,0.3417685523529412,0.3372866176470588,0.3329550194117647,0.32878360764705883,0.3258674311764706,0.323793555882353,0.3224834870588235,0.32157802117647055,0.32085797764705887,0.32057137588235296,0.3204357423529412,0.32045342705882357,0.3240461970588236,0.32681032941176474,0.3304928705882353,0.33436131882352943,0.33802379882352945,0.3414533782352942,0.34469846411764715,0.34791524823529413,0.3511955200000001,0.35342334352941185,0.3548958688235294,0.35632285823529414,0.35760284000000003,0.3588975717647059,0.3602960194117647,0.36562550882352934,0.37013125705882355,0.37425818352941176,0.3780789829411764,0.3818546164705882,0.38534237,0.3886500064705883,0.3917656405882353,0.3943994029411766,0.39668285117647056,0.3987792205882353,0.40128734,0.40386156058823525,0.40634583117647055,0.4087708564705882,0.4109751047058823,0.4127606317647058,0.4106265276470588,0.4091982305882353,0.40819283647058824,0.4072466388235294,0.4061868329411764,0.40516904294117645,0.40436846294117645,0.4037362217647059,0.40343898294117647,0.40324527235294116,0.40311310529411765,0.40248173058823533,0.4018482688235294,0.40132674941176466,0.4007922023529411,0.4014421282352941,0.4020510511764705,0.4030009264705882,0.40392231176470583,0.4049332223529412,0.40597688941176474,0.4069422923529413,0.4080789235294119,0.4089981658823531,0.40961944411764717,0.41023206764705894,0.4109855323529413,0.4116870829411765,0.4125056323529412,0.41328240176470593,0.4141084852941177,0.41500517470588233,0.4148883964705882,0.4151731852941176,0.41501162176470585,0.41487265705882354,0.4146935052941177,0.41453856352941176,0.41459281411764703,0.4144936370588235,0.41451719470588233,0.4147940988235294,0.4151384988235294,0.41546248352941173,0.4159200188235294,0.41629638352941173,0.41667507294117645,0.41514155588235296,0.4153854652941177,0.4159604923529412,0.4163496970588236,0.41681113352941174,0.4172590747058823,0.417814524117647,0.4183303211764706,0.4189304329411764,0.4197163535294117,0.4204234911764706,0.4210319576470588,0.4212522952941176,0.4213683141176471,0.42137622764705884,0.42151397823529413,0.42179188,0.42401172000000004,0.42444644470588233,0.4246144511764706,0.42498895235294115,0.42547182000000006,0.4260693452941176,0.42654664000000003,0.4268835,0.4270911258823529,0.4272833611764706,0.4276453364705883,0.42810145411764705,0.4288681782352941,0.42978946294117654,0.4307914776470589,0.43245666588235304,0.43167031764705893,0.4305560123529413,0.4298355476470589,0.4292266217647059,0.42893582117647056,0.42894939058823534,0.4289623370588234,0.4291747870588235,0.42966755058823525,0.4299467894117647,0.43017284882352935,0.43041627235294116,0.43061898941176474,0.4309470023529412,0.4312050711764707,0.4314737064705883,0.43102097941176476,0.43292837176470594,0.4349473847058824,0.4365120176470588,0.43789096,0.43889872176470585,0.4394701452941176,0.43985916352941173,0.44006004588235287,0.4401284911764706,0.4403986817647059,0.44064348176470597,0.4407808023529412,0.4408899929411765,0.4408902770588235,0.43851764176470587,0.4377926405882353,0.4370191982352941,0.4361327847058824,0.4348412147058824,0.4330863664705883,0.4316875211764706,0.43046096647058824,0.4292118358823529,0.4278392970588235,0.4265063405882352,0.42510450823529405,0.4236672182352941,0.4222241405882353,0.42065530764705883,0.41914065882352947,0.4175235776470588,0.41826801705882355,0.41732745764705875,0.4163368599999999,0.4154230011764706,0.414972944117647,0.4149342064705882,0.4144850135294117,0.4138594905882353,0.4132454270588235,0.4128571288235294,0.41241737470588236,0.41207485411764705,0.41171544176470587,0.41129941705882345,0.41091696352941165,0.40784411647058816,0.406075768235294,0.4044427341176469,0.4030661911764705,0.40184655235294114,0.40083510882352935,0.40011267588235294,0.39979173117647054,0.39962642823529404,0.39950665823529413,0.399485364117647,0.39924162294117643,0.39868990647058816,0.39801989176470587,0.39741786470588236,0.39697664647058817,0.3966707723529412,0.39914678235294115,0.4004302205882353,0.40168229941176464,0.40274662058823524,0.40376523411764703,0.40458714823529407,0.4051905505882352,0.40555464352941173,0.40582143352941175,0.40608846941176463,0.4064896694117647,0.4071103647058823,0.4081171411764706,0.40924263352941176,0.4103159194117647,0.40998303529411767,0.4103682752941177,0.41108900235294116,0.4118197276470589,0.4126083452941177,0.41356295117647063,0.4151077576470589,0.4168607658823529,0.41838337294117656,0.41973556235294124,0.42096404058823533,0.4222238594117647,0.42326292411764704,0.42423244647058816,0.42515510294117653,0.4260800282352941,0.42690043647058823,0.42893984235294114,0.43019357117647056,0.4310086947058824,0.4318071041176471,0.4323907194117647,0.43271163411764707,0.4324183776470588,0.4319087858823529,0.4315857611764705,0.4313254729411764,0.43116996941176466,0.43093138705882345,0.43072461647058824,0.4305713182352941,0.4303509711764706,0.42957783588235293,0.4285951205882353,0.4279785188235294,0.4273432123529412,0.42667305000000005,0.4262136752941177,0.4260139805882353,0.4257518411764706,0.42538798647058823,0.4249931317647059,0.42450339882352944,0.42400732,0.42342529294117653,0.4229117023529412,0.42305341529411766,0.42387775470588235,0.4247727547058824,0.4261869,0.4282562611764706,0.43024873235294114,0.43236027588235293,0.43476340823529414,0.43719584529411765,0.4395952952941176,0.44225405176470595,0.445060055882353,0.44803546588235293,0.4512210729411765,0.45438020470588236,0.45750764999999993,0.46062073352941163,0.46318543352941166,0.46827553941176464,0.4736060305882352,0.47874260882352937,0.4834195923529412,0.48771268764705883,0.4920401447058824,0.49621703823529417,0.5002970588235295,0.5041796764705883,0.5079387211764707,0.5116101994117648,0.5151102835294118,0.5181273576470589,0.5212892805882352,0.5245583964705882,0.5277633035294117,0.5307708376470588,0.5304457670588234,0.5298288664705881,0.5294040429411765,0.5290674017647058,0.5289145694117647,0.5284344064705883,0.5278407805882354,0.5271091405882353,0.5264260494117647,0.5257167905882352,0.524948175882353,0.5241701464705883,0.5235962347058825,0.5229355447058823,0.5222148682352941,0.5212425411764706,0.5201461970588236,0.5196650947058823,0.519444792352941,0.5189755011764706,0.5187358188235295,0.5185432570588235,0.5183822864705881,0.5182654452941176,0.5181367976470588,0.517954724117647,0.5176100241176469,0.5172414652941174,0.5169424952941176,0.5167498717647058,0.5165873164705883,0.5165188988235294,0.516486298235294,0.5163187282352941,0.5150859341176471,0.5134137411764705,0.5119158470588235,0.5102526964705882,0.5084092847058824,0.50668086,0.5048552688235294,0.5027288641176471,0.5005763864705882,0.49842135294117645,0.4960497747058823,0.49304546058823523,0.49006505470588224,0.4835471217647059,0.4773015923529412,0.47140452588235293,0.4657608105882352,0.460843394117647,0.4559633729411765,0.4506158405882353,0.44457425411764706,0.43879261588235297,0.43304994176470585,0.42750868000000003,0.42219655470588235,0.4167724323529412,0.4113774364705882,0.4063404,0.4019609635294118,0.3974954529411765,0.39638542941176474,0.39488725294117655,0.3932955147058824,0.3917782476470589,0.3900375764705883,0.3882772058823529,0.3870394905882353,0.38644163647058827,0.38569119470588237,0.3849140252941176,0.3839246005882353,0.38300719529411764,0.38223825,0.38158992647058826,0.3808245235294118,0.3792017764705882,0.3781081682352942,0.37708363588235294,0.3758562594117647,0.3745040388235294,0.3729565864705882,0.37166255529411757,0.370578234117647,0.369507088235294,0.3684641805882352,0.36745877647058817,0.36659678999999995,0.36587182941176477,0.3651411552941176,0.3643743905882353,0.36359559235294114,0.3628627570588236,0.3629583570588235,0.3626453205882353,0.36237690588235294,0.36227107647058826,0.3622692705882353,0.3624831529411765,0.36250248,0.36248820941176474,0.36239734,0.36235298882352945,0.3622897435294118,0.36210998294117647,0.3618823270588235,0.36168751999999993,0.36155852411764705,0.36035947294117643,0.35936948470588237,0.35854073588235297,0.35794666176470585,0.35747315823529413,0.35721571588235296,0.35711501235294113,0.3571114694117647,0.35705634117647067,0.3569984588235295,0.3571055264705883,0.35724026647058826,0.3574654594117648,0.35772196882352947,0.35792655588235295,0.35812868058823527,0.35830951823529406,0.3595904794117647,0.3606428558823529,0.36146643117647054,0.3620547311764706,0.36249217470588235,0.36274692294117644,0.3628544182352941,0.36291115117647055,0.36304455588235296,0.3631153817647059,0.3630686388235294,0.3629756029411765,0.3628233376470588,0.3626990364705882,0.3626105952941176,0.36313440411764697,0.3631522682352941,0.36412857,0.36575482705882356,0.36752019176470585,0.36915795058823536,0.37094919882352945,0.3729841017647059,0.37506516882352947,0.3772182041176471,0.37939933352941185,0.3816359429411765,0.38393954705882355,0.3861007852941176,0.38821303176470584,0.39017788999999997,0.3915974658823529,0.3920943323529412,0.3929258641176471,0.3928621117647058,0.39228624705882353,0.3917024617647058,0.39128358529411755,0.39068152058823524,0.3898877564705882,0.3890690564705882,0.38823429882352944,0.3874613705882353,0.38676341,0.386155305882353,0.38579137705882355,0.3855272382352941,0.3886281047058824,0.3926873123529412,0.39730730176470586,0.40220173764705885,0.40693382058823535,0.4116392988235294,0.41631770470588236,0.42099472352941175,0.42576465294117644,0.43062656117647063,0.43547095117647056,0.44020720294117643,0.44482951176470586,0.44940669411764705,0.4538290352941176,0.45812521529411765,0.4623036717647059,0.4631586423529412,0.463543055882353,0.46357755294117653,0.463546845882353,0.46353112764705895,0.46332396294117656,0.46300110000000005,0.4625877370588236,0.4621631747058825,0.4616821482352942,0.4611847347058824,0.4606864152941177,0.4601943641176471,0.4596520564705882,0.45933134124999997,0.4589697146666667,0.4585975328571429,0.4582579584615385,0.45793234416666667,0.4576748618181819,0.45734299200000006,0.45704883111111116
