UniprotID	Q86UK5-2
Accession	Q86UK5;Q86YT3;Q86YT4;Q8NG49
EntryName	LBN_HUMAN
ProteinName	Limbin (Ellis-van Creveld syndrome protein 2) (EVC2)
GeneName	EVC2 LBN
Length	1228
Function	Component of the EvC complex that positively regulates ciliary Hedgehog (Hh) signaling. Plays a critical role in bone formation and skeletal development. May be involved in early embryonic morphogenesis.
Subcellular Location	Cell membrane; Cytoplasm; Cytoskeleton; Cilium basal body; Cell projection; Cilium; Cell projection; Cilium membrane; Nucleus
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.026994582
pNuLoCRegion	
