UniprotID	Q13554-2
Accession	Q13554;A4D2K0;A4D2K1;A4D2K2;A4D2K3;A4D2K4;A4D2K5;A4D2K6;O95437;O95438;O95599;Q9UGH7;Q9UGH8;Q9UGH9;Q9UNX0;Q9UNX7;Q9UP00;Q9Y5N4;Q9Y6F4
EntryName	KCC2B_HUMAN
ProteinName	Calcium/calmodulin-dependent protein kinase type II subunit beta (CaM kinase II subunit beta) (CaMK-II subunit beta) (EC 2.7.11.17)
GeneName	CAMK2B CAM2 CAMK2 CAMKB
Length	542
Function	Calcium/calmodulin-dependent protein kinase that functions autonomously after Ca(2+)/calmodulin-binding and autophosphorylation, and is involved in dendritic spine and synapse formation, neuronal plasticity and regulation of sarcoplasmic reticulum Ca(2+) transport in skeletal muscle (PubMed:16690701). In neurons, plays an essential structural role in the reorganization of the actin cytoskeleton during plasticity by binding and bundling actin filaments in a kinase-independent manner. This structural function is required for correct targeting of CaMK2A, which acts downstream of NMDAR to promote dendritic spine and synapse formation and maintain synaptic plasticity which enables long-term potentiation (LTP) and hippocampus-dependent learning. In developing hippocampal neurons, promotes arborization of the dendritic tree and in mature neurons, promotes dendritic remodeling. Also regulates the migration of developing neurons (PubMed:29100089). Participates in the modulation of skeletal muscle function in response to exercise (PubMed:16690701). In slow-twitch muscles, is involved in regulation of sarcoplasmic reticulum (SR) Ca(2+) transport and in fast-twitch muscle participates in the control of Ca(2+) release from the SR through phosphorylation of triadin, a ryanodine receptor-coupling factor, and phospholamban (PLN/PLB), an endogenous inhibitor of SERCA2A/ATP2A2. In response to interferon-gamma (IFN-gamma) stimulation, catalyzes phosphorylation of STAT1, stimulating the JAK-STAT signaling pathway (By similarity). Phosphorylates reticulophagy regulator RETREG1 at 'Ser-151' under endoplasmic reticulum stress conditions which enhances RETREG1 oligomerization and its membrane scission and reticulophagy activity (PubMed:31930741).
Subcellular Location	Cytoplasm; Cytoskeleton; Cytoplasm; Cytoskeleton; Microtubule organizing center; Centrosome; Sarcoplasmic reticulum membrane; Synapse
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.03172803
pNuLoCRegion	121...132
pNuLoCScore	0.2639094662222222,0.24945402459999996,0.23695496009090905,0.22863272008333327,0.22401966238461535,0.2189491536428571,0.2159456867333333,0.21399310631249996,0.2116295006470588,0.1973770224117647,0.1880958453529412,0.17751434241176475,0.17188789123529413,0.17060034417647058,0.17177103888235293,0.17685544652941174,0.1833232755882353,0.18948609029411767,0.1963596461764706,0.20376918058823532,0.20938644647058824,0.21252944117647063,0.21555331000000003,0.21644982705882357,0.21418779176470593,0.2111775327058824,0.20512413776470592,0.19689851629411767,0.1900951445294118,0.18287035394117648,0.17703576923529415,0.17099412511764708,0.1651493439411765,0.15886597511764708,0.15211795747058823,0.14468683747058828,0.13691277570588237,0.12966356805882354,0.12311769629411765,0.11754552958823532,0.1128254081764706,0.11043779994117647,0.10951168605882354,0.10980048394117647,0.110459396,0.11135041952941177,0.11192645423529413,0.11227683482352942,0.11249186452941178,0.11208864835294118,0.11211854776470587,0.11227335188235293,0.11308910247058823,0.11423184482352941,0.11517685952941176,0.11595477188235294,0.11422136976470589,0.11386360411764705,0.11390429588235294,0.11364637094117647,0.11347333152941176,0.11363456711764706,0.11396450123529411,0.11465891947058822,0.11502247711764704,0.11568263388235293,0.11664042770588236,0.11707484417647057,0.11768858005882352,0.11856396123529411,0.11972529535294119,0.12052543123529409,0.12156990476470589,0.12568997358823528,0.1289361524117647,0.1321660041764706,0.1354415244117647,0.13882404029411766,0.14106424647058824,0.1428346929411765,0.14417436529411767,0.14530433588235298,0.14680266588235294,0.14810638117647054,0.14948910352941178,0.15076054,0.15153436235294118,0.15199370294117645,0.15303084176470588,0.15351035941176472,0.15184839764705882,0.15089995588235294,0.15110343176470592,0.15099639235294116,0.15073494294117645,0.1506828382352941,0.1508792511764706,0.15140397352941173,0.1516019388235294,0.15094371235294116,0.15067834764705884,0.1508499605882353,0.15107862823529414,0.1516368688235294,0.15224798235294118,0.15275867470588236,0.15380048588235293,0.15592472294117649,0.15674049647058824,0.15645039705882352,0.15709445,0.15758584294117647,0.15895074294117648,0.16058831470588236,0.16210735647058822,0.1644955482352941,0.16736777764705882,0.17035554941176467,0.1726484070588235,0.1751435764705882,0.18681248117647056,0.19750778588235293,0.20683315705882355,0.21646975470588237,0.2267572094117647,0.23689399529411764,0.24670876352941176,0.25647796705882353,0.26637529529411763,0.2754842094117647,0.2840698376470588,0.2925360752941176,0.3009344329411765,0.3090817188235294,0.3165378794117647,0.3240138505882353,0.3309614311764706,0.32853170352941186,0.32677678000000004,0.32570567000000006,0.32394634588235294,0.3212145776470589,0.31849813352941186,0.3155861888235294,0.3121464194117647,0.3088046447058823,0.3055762329411764,0.30227067882352937,0.29931876235294114,0.29624091058823526,0.29346399705882353,0.29089348000000004,0.28780424882352945,0.2827584723529412,0.28052708882352945,0.27949363294117646,0.27989380117647056,0.2808115376470588,0.28310538117647055,0.28597858294117645,0.28960344764705886,0.29359241823529414,0.29665486999999996,0.30011243176470587,0.30198984470588236,0.3012741576470588,0.2983972158823529,0.2949642682352941,0.29151175882352937,0.2890418211764705,0.2865023605882352,0.2797253488235294,0.2718501952941177,0.26303761000000003,0.2539726723529412,0.24434640588235296,0.2340870605882353,0.22273671647058824,0.21105623647058824,0.1995072411764706,0.18845620058823528,0.17891825235294118,0.17037654647058822,0.16440925176470586,0.15563368235294114,0.14741089999999998,0.1392900032352941,0.133700515,0.12931887500000003,0.12431040617647063,0.11912436058823532,0.11388169294117646,0.10862515470588235,0.10388084411764706,0.09954106611764706,0.09521342817647059,0.09134458288235293,0.08659927147058823,0.08163723852941178,0.07733591511764708,0.07230866123529413,0.07025702594117647,0.06755593552941175,0.06450571494117646,0.061256568470588225,0.058035171999999996,0.05543278941176471,0.053071242823529416,0.05072344676470589,0.048459677235294124,0.04606604841176471,0.04386818347058824,0.041649490647058834,0.03958937629411765,0.037761812882352946,0.03632031364705882,0.03501991564705882,0.033981027294117644,0.03310836452941176,0.032409916117647056,0.03177353682352941,0.03106939776470588,0.03045578347058824,0.029947844411764707,0.029438791058823528,0.028951473882352943,0.02846569129411765,0.02793102782352941,0.027418856117647057,0.027008925941176466,0.026637877470588232,0.026292920411764703,0.025948399411764703,0.025874036117647055,0.02583883058823529,0.025845001117647058,0.025857570647058823,0.025869204705882356,0.02587483141176471,0.025895508058823534,0.025904134294117646,0.025911237470588235,0.025915500941176475,0.025914673176470587,0.025911981705882353,0.025905931176470588,0.02589977017647059,0.025890041823529417,0.025944572058823535,0.02599471252941177,0.026013215411764712,0.026333504058823533,0.026616098882352942,0.026900224411764703,0.02712674082352941,0.027330269058823527,0.027519094941176464,0.02769481070588235,0.027851820411764705,0.027986974176470586,0.028113439647058824,0.02823350870588235,0.028338204470588234,0.028436592,0.028521135823529414,0.028540159352941175,0.028563123117647058,0.028617909529411765,0.028367964529411763,0.02815207,0.027929609352941177,0.027768453294117652,0.027630872705882353,0.027514873529411767,0.027419806352941174,0.02734496482352941,0.027295879294117645,0.027260688764705884,0.027233642823529414,0.027222669470588236,0.027373954,0.027404721823529415,0.027417778529411768,0.027416657117647063,0.02740408329411765,0.027393772941176467,0.02739428970588235,0.027408242411764705,0.027426113411764704,0.027450800941176468,0.02747742688235294,0.02749785547058823,0.027523418411764707,0.027531222647058824,0.027524002058823528,0.027509524882352945,0.027491117647058826,0.027322247470588236,0.027289844058823533,0.027271057117647064,0.027258624411764708,0.02724980182352941,0.027238394235294117,0.027223116588235292,0.027202000352941177,0.02717843194117647,0.02715552705882353,0.02712766647058824,0.02710353911764706,0.027075254647058827,0.02706288923529412,0.027062946529411765,0.02713818976470589,0.027204326941176474,0.02727687435294118,0.027353083352941177,0.02743641229411765,0.027504592529411766,0.02757639411764706,0.027646098999999997,0.027701064882352938,0.02774996517647059,0.027799983588235294,0.02784607017647059,0.027894348882352944,0.027944392999999998,0.02798526117647059,0.028012889176470587,0.028036025764705888,0.027988123,0.02795410747058824,0.02791423129411765,0.027866974117647065,0.027811698588235297,0.02778363223529412,0.02775858752941177,0.027734352352941177,0.027722378705882355,0.027710083000000003,0.02769085411764706,0.027670565823529416,0.02764753505882353,0.02762222441176471,0.027604827529411763,0.027520005764705882,0.027470272941176467,0.027450886294117648,0.027440796588235294,0.027429141294117644,0.02742548194117647,0.027427554588235294,0.027415063058823533,0.027392620588235297,0.02737378676470588,0.027350628058823524,0.02732450688235294,0.027299729411764704,0.027277419529411765,0.027256383294117646,0.027238200411764703,0.027215950352941175,0.027270211764705888,0.027290961529411767,0.027280483529411766,0.027259488058823528,0.02724348723529412,0.027224806764705883,0.027205567176470588,0.027198201529411763,0.02720482482352941,0.027215548,0.027231518764705878,0.027255077705882348,0.02728139605882353,0.027305021117647058,0.027322313588235295,0.027361047588235293,0.027412868764705882,0.027471106176470587,0.027528757235294115,0.027593167294117645,0.027657413294117646,0.02770198488235294,0.02772754388235294,0.027758616529411768,0.02779392194117647,0.027829983705882355,0.027866599235294116,0.027910473647058825,0.027956992647058827,0.028000931647058826,0.02804423229411765,0.028089077647058824,0.028098722176470588,0.028101021529411765,0.02810411347058823,0.028110211235294114,0.028125157647058818,0.028151958235294115,0.028187336647058824,0.028236890588235294,0.028279420176470588,0.028316750882352942,0.028352403823529413,0.028387642352941184,0.028412783647058827,0.028430289470588243,0.028447492764705887,0.028523553823529415,0.028592429294117646,0.028702182529411764,0.028823426470588234,0.028940037352941178,0.029033679823529415,0.029126465470588236,0.029214250294117644,0.029308205058823526,0.029391362176470585,0.029461281235294116,0.029532223058823526,0.02960797958823529,0.029679290058823526,0.02975818429411765,0.029844120823529413,0.029922587176470592,0.029941142705882356,0.029963604117647064,0.029947368411764708,0.029907041411764708,0.029871616000000004,0.02986254676470588,0.029841443235294113,0.02981314535294118,0.029784004941176473,0.02976947929411765,0.029769659882352945,0.029773991705882352,0.029777034588235298,0.02978433111764706,0.029787184764705876,0.02979509652941176,0.029857161705882353,0.02993910341176471,0.030008870529411768,0.030079820235294125,0.030171849470588236,0.03025938647058824,0.03034036729411765,0.030430475176470587,0.030519018352941175,0.030609787882352944,0.03069768029411765,0.03078054223529412,0.030843783000000007,0.030895235529411764,0.03094974970588235,0.03100529717647059,0.031049882529411772,0.031044298411764704,0.031016484058823533,0.031000180235294116,0.030982829705882352,0.030954538999999996,0.030918802235294116,0.030884092176470583,0.030836282647058823,0.03079200417647059,0.030746253882352942,0.03070144882352941,0.03065418235294118,0.03061256994117647,0.030579705117647064,0.030641200529411765,0.03069939711764706,0.030745099764705883,0.030773982411764707,0.030801081529411772,0.030807888588235296,0.03081359770588235,0.03082694682352941,0.030867704588235297,0.03092323223529412,0.030980940823529417,0.031014686705882352,0.031031386117647056,0.03103981558823529,0.031043248117647058,0.03105299517647059,0.031060630588235293,0.03096291788235294,0.030864178117647058,0.030785380117647056,0.030719892117647057,0.030654478764705884,0.03062175388235294,0.030601633,0.030579220588235295,0.030538720470588233,0.030484927352941178,0.030433761470588235,0.03040595,0.03039579835294118,0.030396595882352943,0.030412880117647062,0.030529436764705882,0.03067929894117647,0.03085199252941176,0.031021946294117652,0.031168839352941177,0.03131034864705882,0.031396608647058816,0.03145760547058824,0.03151320247058823,0.03156031388235294,0.031615217647058824,0.03167316182352941,0.03171911799999999,0.03173478970588235,0.03174890111764706,0.031766493705882345,0.03178458217647059,0.03170527394117647,0.031588135823529415,0.03145672723529412,0.03132023794117648,0.03120595947058824,0.031101486705882354,0.031061331529411765,0.03104958982352941,0.031051418117647066,0.031060640647058824,0.031064926705882352,0.03106715182352941,0.031091360352941178,0.031107752000000002,0.031125483266666667,0.03113771585714286,0.031147047692307694,0.031159083916666667,0.031179422272727277,0.0311956086,0.03123189788888889
pNuLoCDScore	-0.05227996557516343,-0.06653244381045753,-0.07581362086928103,-0.08639512381045747,-0.09202157498692809,-0.09330912204575165,-0.0921384273398693,-0.08705401969281049,-0.08058619063398692,-0.05996793430588229,-0.04059531391443846,-0.024863539495097953,-0.014633215914027109,-0.006419712466386479,-0.0003923767333332828,0.0024567207463236096,0.0025582911176471324,0.013800510294117718,0.017028292411764734,0.019384173882352917,0.01820725329411768,0.012270009764705908,0.005264730352941227,-0.005861321411764653,-0.0181739316470588,-0.03062011517647059,-0.044241688705882354,-0.05908234311764704,-0.07247367076470587,-0.0828658731176471,-0.09243561370588238,-0.09890429747058825,-0.10136238358823532,-0.10073973276470594,-0.09561245170588238,-0.0870980323529412,-0.07963574852941181,-0.07151993441176471,-0.06510931500000003,-0.058717290294117666,-0.05265747941176473,-0.046777326764705904,-0.039999409705882366,-0.03241348558823534,-0.023823673235294135,-0.015431723235294126,-0.007940836764705889,-0.0015907577058823785,0.001395961588235281,0.0034258041764705788,0.004392609823529403,0.0038458869999999923,0.00301393552941176,0.002284147588235294,0.0020380469999999873,0.002382084647058802,0.0025306125882352676,0.0035939855294117584,0.00452187994117649,0.0048014922941176374,0.0045994775882352845,0.004332116411764703,0.004548435823529429,0.004570659352941153,0.007348535000000003,0.011826369470588224,0.01503185652941176,0.018519633235294125,0.021968192882352952,0.025189473176470592,0.027099745235294126,0.028175773470588292,0.02915188817647063,0.02962170200000004,0.030162238176470582,0.03103153699999997,0.03180052347058826,0.032196578764705885,0.031809066999999996,0.03146827170588236,0.031460936999999994,0.027820385823529442,0.022912245235294115,0.01873395170588235,0.015661907352941207,0.012172352058823499,0.009670696470588214,0.007848145294117592,0.0067048858823529345,0.006099637647058759,0.004799272941176463,0.0028373311764706144,0.0011892441176470647,8.942058823530052e-05,-0.0004557341176470442,-0.0003568341176470591,-0.0007828594117647025,-0.000751684705882355,0.0019520882352941082,0.005024767058823543,0.005637064705882322,0.005454004705882365,0.006359507058823544,0.006903004705882371,0.008071491764705868,0.009184341176470628,0.010505417647058812,0.013551835882352953,0.016689429999999977,0.019505588823529374,0.021569778823529367,0.02350670764705881,0.03456449882352938,0.04474911117647057,0.05303267117647062,0.06054503176470588,0.07001671294117645,0.08044359823529412,0.08961431352941177,0.09889212411764706,0.10742455235294116,0.11489589470588235,0.12196248117647057,0.12804052705882352,0.13356665529411768,0.13872616941176474,0.1438894723529412,0.14887027411764708,0.14414895000000003,0.13102391764705892,0.1199436229411765,0.10923591529411769,0.09718913647058824,0.08432058235294126,0.0717893700000001,0.05910822176470587,0.045771124117647055,0.0333204352941176,0.02150639529411763,-0.06116449983660133,-0.07901942642483664,-0.09643880889542486,-0.11241425689542486,-0.12006595142483661,-0.12268623736601308,-0.12410344995424838,-0.12523881571895426,-0.12581598566013075,-0.11359236258823528,-0.10256944947593583,-0.09280869494607843,-0.08357996632579187,-0.07530154373109244,-0.0676433977764706,-0.0607436493639706,-0.055320744411764704,-0.035489928529411754,-0.01767400664705883,-0.002388120705882353,0.00417334099999999,0.005677441999999998,0.006033232176470581,0.0062356908235293995,0.0058127059411764576,0.004275820882352933,0.0016782387647058666,-0.0010224072352941205,-0.004273877294117649,-0.007997422882352938,-0.012089644117647055,-0.01658208288235294,-0.020286189176470588,-0.02412350417647058,-0.027248362294117638,-0.027717160647058824,-0.027091432999999998,-0.026086968000000002,-0.02520398205882353,-0.024483927529411757,-0.02379839964705882,-0.022232695235294118,-0.020473276411764694,-0.01851083435294117,-0.016762849176470578,-0.014684233235294119,-0.012586902294117644,-0.01016303594117646,-0.00780027205882353,-0.006227180705882348,-0.0037811419411764684,-0.0029804936470588204,-0.0029417527647058843,-0.0032878438235294134,-0.0036289247058823616,-0.003960245529411769,-0.0042271635882353,-0.004725112117647069,-0.005286944882352946,-0.005822307205882355,-0.006321041500000006,-0.006785727205882355,-0.0072233756764705885,-0.007659675264705889,-0.007907518441176476,-0.007933368323529416,-0.007958371617647064,-0.007892564323529418,-0.007710717852941175,-0.007427228617647054,-0.007013518088235289,-0.006525089852941172,-0.005967128441176464,-0.005371730382352932,-0.004773791911764705,-0.004196748352941176,-0.0036467209705882356,-0.0031042040882352986,-0.002569807558823533,-0.0020475585588235305,-0.001502342029411765,-0.0011807170882352936,-0.000867739499999999,-0.000574681382352938,-0.0003244807941176469,-0.000142605617647059,-3.197891176470388e-05,2.6890676470589514e-05,5.4400147058824774e-05,5.626644117647135e-05,5.460832352941099e-05,6.431326470588208e-05,7.247347058823503e-05,7.123458823529542e-05,6.981700000000153e-05,6.973370588235495e-05,5.439370588235237e-05,2.877270588235413e-05,8.86158823529444e-06,-6.298352941179822e-06,-2.0589411764708812e-05,-3.8160029411768784e-05,-5.160044117647443e-05,-6.106255882353147e-05,-7.100661764706043e-05,-6.710808823529556e-05,-6.338114705882122e-05,-5.4457735294116336e-05,-4.302273529411746e-05,-3.0544147058823856e-05,-1.3886441176471503e-05,4.542382352938981e-06,5.070499999999117e-06,1.6032264705879637e-05,2.723279411764347e-05,4.238744117646999e-05,4.7908088235293356e-05,5.591899999999976e-05,5.873338235294276e-05,6.088291176470709e-05,6.371752941176576e-05,5.3970999999998145e-05,2.9748529411762273e-05,2.378411764704727e-06,-2.904235294117624e-05,-5.956411764705856e-05,-9.042776470588251e-05,-0.00012066694117647027,-0.00013066799999999872,-0.00011477723529411919,-9.489970588234982e-05,-8.213682352941135e-05,-6.916594117647133e-05,-5.243526470588046e-05,-2.9734294117646914e-05,-5.785764705883156e-06,1.4496970588235777e-05,3.0501500000001958e-05,5.877820588235522e-05,8.625050000000099e-05,0.00011797373529411938,0.0001478918529411767,0.00017624120588235342,0.0002021354411764712,0.0002655938529411792,0.0002916802647058847,0.0003161380294117652,0.0003260064411764723,0.00032783250000000333,0.0003212784705882363,0.0003098066176470595,0.0002952286764705894,0.00028491191176470594,0.0002754797941176487,0.00026489976470588095,0.00025262258823529303,0.00023940264705882286,0.00022570652941176356,0.0002137277647058823,0.00020244623529411775,0.00015227305882352903,7.859029411764855e-05,1.5235823529410192e-05,-3.7749411764707516e-05,-6.266511764706044e-05,-7.326729411764876e-05,-7.78200294117657e-05,-7.980373529411881e-05,-8.401602941176395e-05,-8.762726470588379e-05,-8.616635294117665e-05,-7.900523529411584e-05,-6.845599999999973e-05,-5.819829411764406e-05,-5.031382352941108e-05,-4.452370588235201e-05,-3.0753529411765845e-05,2.2016764705883388e-05,5.897485294117932e-05,0.00010234867647058998,0.00012400970588235388,0.00012872941176470844,0.00012951388235294195,0.00012783358823529635,0.000127458705882353,0.00012762652941176664,0.00012418741176470176,0.00011462823529411088,0.00010341247058823048,9.118064705881945e-05,7.913682352941181e-05,6.957705882352887e-05,4.9926882352937726e-05,2.1863647058820157e-05,-6.2539117647066045e-06,-3.469099999999989e-05,-5.756991176470577e-05,-6.887523529411875e-05,-7.456370588235228e-05,-8.01219411764708e-05,-8.628070588235365e-05,-9.346476470588339e-05,-9.929070588234924e-05,-0.00010049973529411248,-0.00010076949999999509,-0.00010191408823529043,-0.00010208185294117642,-0.00010195155882353028,-0.0001143310882352911,-0.00011924011764705665,-0.00012308735294117544,-0.00012156779411764441,-0.00011751288235293741,-0.00011558244117646811,-0.0001204186176470591,-0.00012407644117647283,-0.0001274557352941158,-0.00013054967647058852,-0.0001325354999999976,-0.00013252576470587987,-0.0001336429117647052,-0.00013353944117646885,-0.00013254614705882246,-0.00013147073529411538,-0.00011546850000000025,-8.222105882353149e-05,-4.5915852941181765e-05,-1.4791558823534431e-05,8.972735294111508e-06,2.539999999999834e-05,4.073232352941325e-05,5.677461764705925e-05,7.245932352940854e-05,8.837467647058832e-05,0.00010448544117647,0.00011639397058823414,0.00012274894117647074,0.00012736629411764545,0.00013223182352941135,0.00013625641176470693,0.00014887352941176518,0.0001482335294117655,0.00014561991176471022,0.00014060567647058986,0.0001367942352941201,0.0001361964117647073,0.00013814161764705638,0.0001334722941176477,0.0001294281176470631,0.00012706952941176665,0.0001239108823529421,0.00012293923529411652,0.00012773829411764567,0.00013327182352940864,0.00013784152941176409,0.00014091682352940747,0.00013357358823529349,0.00011593658823529258,9.461099999999792e-05,7.266482352941313e-05,5.611558823529622e-05,4.3479735294116306e-05,3.3753882352943396e-05,3.060591176470666e-05,3.262082352940843e-05,3.316941176470002e-05,3.267176470587822e-05,3.00784705882344e-05,2.4729705882351946e-05,1.9663823529414426e-05,1.6948294117646173e-05,1.5940588235294553e-05,2.1034411764701832e-06,1.372799999999931e-05,3.487752941176356e-05,6.0336352941173926e-05,8.732505882352512e-05,0.00011301388235293933,0.00013150085294117396,0.00014633082352940967,0.00015299044117646904,0.00015615100000000368,0.0001560500588235307,0.00015813094117646948,0.00016403258823529526,0.00017097423529411487,0.00017557652941176463,0.0001794028235294117,0.0001975267352941172,0.0002141466176470621,0.00020727617647058744,0.00019186776470588203,0.00017213517647059022,0.00014792094117647286,0.0001278832352941215,0.00011538867647058887,0.00010701579411764861,0.00010378694117647337,0.00010731435294118047,0.00011293694117647281,0.0001139009705882349,0.00011307935294117832,0.00011214570588235183,0.00011107870588235313,0.00011922047058823132,0.000108302558823525,0.00010935711764705619,0.00010758982352941301,0.0001042968823529427,0.00010699005882352543,0.00011223635294117448,0.0001113505294117658,0.00010624776470588224,9.703082352940928e-05,8.422794117646931e-05,6.558747058823394e-05,4.9174176470587194e-05,3.3019705882351286e-05,1.704355882352869e-05,2.9302941176485853e-07,-2.5977499999996212e-05,-5.7047558823524955e-05,-8.101685294117228e-05,-9.309202941176244e-05,-9.540623529411679e-05,-9.888299999999753e-05,-0.00010713717647058835,-0.00011657994117647043,-0.00012260052941176318,-0.000124252764705882,-0.0001225807647058843,-0.00011822064705882193,-0.00011203426470588092,-0.00010423808823529189,-9.406311764705542e-05,-8.253552941176086e-05,-7.0986529411763e-05,-6.809029411764672e-05,-7.210729411764524e-05,-7.55507647058843e-05,-8.774873529412107e-05,-9.693817647058595e-05,-0.00010131970588235333,-0.00010434770588235547,-0.0001077521764705925,-0.00011078505882353151,-0.00011770941176470623,-0.00012635417647059027,-0.00013372241176470671,-0.00013949367647059056,-0.00014628991176470624,-0.0001531877352941198,-0.00016086114705882344,-0.00014929800000000257,-0.00011716341176470565,-8.411952941176498e-05,-5.0688470588233434e-05,-1.83266176470593e-05,1.0628794117648749e-05,3.7636617647060847e-05,6.413838235294275e-05,8.723273529411858e-05,0.000109451499999998,0.0001345108529411769,0.00015526838235294105,0.0001713133823529403,0.00018435085294117408,0.00019504297058823422,0.000224350205882351,0.0002481424117647072,0.00024166991176470358,0.0002161566764705882,0.000193284205882353,0.00016945061764705657,0.00014768661764705607,0.00012680726470588183,0.00010398602941176505,8.292244117647125e-05,6.147302941176755e-05,3.943497058823617e-05,1.765420588235346e-05,1.2236470588247728e-06,-1.0887941176467714e-05,-1.8295029411762725e-05,-4.3395676470586036e-05,-8.238208823529297e-05,-0.00010474982352940733,-0.00010525615073529206,-9.067167843137061e-05,-8.067596638655292e-05,-7.523182352940985e-05,-7.048072058823442e-05,-6.297689304812608e-05,-5.4098364705884236e-05,-4.3966699346406624e-05,-3.668999346405355e-05,-2.8456640522877413e-05,-2.2495140522875434e-05,-1.908337581699518e-05,-1.83272287581724e-05,-1.8505934640524954e-05,1.2806535947505748e-07,1.4162477124178563e-05
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
