UniprotID	Q9NW81-2
Accession	Q9NW81;B4DDC0;B4DMZ4;B4DP55;B4DXE8;F5H4W7;K7EMF6;Q96D43
EntryName	DMAC2_HUMAN
ProteinName	Distal membrane-arm assembly complex protein 2 (ATP synthase subunit s-like protein)
GeneName	DMAC2 ATP5SL
Length	158
Function	Required for the assembly of the mitochondrial NADH:ubiquinone oxidoreductase complex (complex I). Involved in the assembly of the distal region of complex I.
Subcellular Location	Mitochondrion
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.07514386
pNuLoCRegion	
pNuLoCScore	0.21422361599999998,0.19894971239999998,0.18570469372727272,0.17405497858333333,0.16453739530769232,0.15670832278571428,0.14969098426666666,0.14372618875,0.13823786352941178,0.11485694882352941,0.09440340117647059,0.07646129352941178,0.06403813011764704,0.06111343117647059,0.05886083441176472,0.055959850058823535,0.0533881104117647,0.05114829552941176,0.05052678647058823,0.050340034411764704,0.050508751352941174,0.050312497352941174,0.04987988029411765,0.049635959,0.04904473705882353,0.04882094911764706,0.04867412947058823,0.04838257558823529,0.048006620529411764,0.04741822335294118,0.04697043929411765,0.04656340223529412,0.04612709894117647,0.045661340117647053,0.04538566470588236,0.045082233411764705,0.044882710352941176,0.044887100352941176,0.04510425635294118,0.04526652194117646,0.045569850411764694,0.04605161805882352,0.046727680411764706,0.04745504594117647,0.04862835829411766,0.050052736294117654,0.05158247864705883,0.05309114935294118,0.05466341435294118,0.05601401788235294,0.05762563170588236,0.05898454258823529,0.06090070882352941,0.06262691435294117,0.06437210611764706,0.06615970552941175,0.06770918370588236,0.06920305329411765,0.07094233664705883,0.07252285694117648,0.0746113265882353,0.0764554434117647,0.07811328664705883,0.07988384135294119,0.08164780664705883,0.08331264105882352,0.085435834,0.08732457547058824,0.08943719576470588,0.09094679223529412,0.09213315082352942,0.09334413694117648,0.09451700135294117,0.09610606347058823,0.09751158994117644,0.09853595229411763,0.09956636052941174,0.10003482794117644,0.10056123852941175,0.10121610117647058,0.1018062276470588,0.10236518258823529,0.10280562023529413,0.10272036847058824,0.10280136494117648,0.10269307170588238,0.10248130229411766,0.10294973229411765,0.10475154911764706,0.1064229411764706,0.10788491,0.10972583117647058,0.11166257176470586,0.11329277470588232,0.11497058470588233,0.11664384235294115,0.11824833176470587,0.11984904352941174,0.12097246411764703,0.1222677876470588,0.12373570058823527,0.12509706647058824,0.12618713411764707,0.12756923470588236,0.12876327235294116,0.12844096235294117,0.12821427235294114,0.1280841405882353,0.12762878647058823,0.12720631176470587,0.12691612235294117,0.12653960235294118,0.1261297705882353,0.12571422905882354,0.124937262,0.12454667905882352,0.12402319788235294,0.12361956405882353,0.12327175029411767,0.12319751794117648,0.12215037558823529,0.12120019382352944,0.11942080323529411,0.1178713579411765,0.11647396205882353,0.11519134441176472,0.11392735794117648,0.11278387147058824,0.11163694794117648,0.11059391523529412,0.10935829676470588,0.10777943323529411,0.10470385288235294,0.10214652964705882,0.09940198735294116,0.09658046876470587,0.09289937447058823,0.0900753622352941,0.08738641576470586,0.08545915029411763,0.08366445088235293,0.0816006120588235,0.07896493147058822,0.07702588264705881,0.07504198817647059,0.07306051729411764,0.07105273647058823,0.06924723435294117,0.06816968317647057,0.06864722294117646,0.0681679346875,0.06784425726666667,0.06754576778571429,0.06829244861538462,0.06914310583333333,0.06973809818181818,0.07058746629999998,0.07079506366666667
pNuLoCDScore	-0.0759857524705882,-0.09936666717647057,-0.11982021482352939,-0.1377623224705882,-0.15018548588235292,-0.1531101848235294,-0.15536278158823524,-0.15826376594117644,-0.16083550558823528,-0.14780141687058823,-0.1351779072566845,-0.12371494417156861,-0.11402864395475115,-0.10639582543277311,-0.09981110397254901,-0.09409022975,-0.08919312647058825,-0.06603599970588235,-0.045729271705882354,-0.028078717941176487,-0.01603150958823528,-0.013695207823529412,-0.01189039511764707,-0.009396447823529414,-0.007261011470588233,-0.005486955411764707,-0.0051411217647058735,-0.0052578009999999994,-0.005626040999999998,-0.0054253969999999985,-0.00477562394117647,-0.00436943705882354,-0.0034748866470588335,-0.002769331058823543,-0.0019464490588235253,-0.0009275296470588196,0.000621737764705893,0.0026345129411764756,0.0046120393529411816,0.006527747117647059,0.008536315411764708,0.010352677764705887,0.012239967000000004,0.013902309176470583,0.016017998470588234,0.017739813999999993,0.01926784976470588,0.02089318358823529,0.022139333294117665,0.02315143523529413,0.024214656235294126,0.02506781100000001,0.025982968294117642,0.02640270711764705,0.026530807999999996,0.026792692000000007,0.02698439229411765,0.027298623176470582,0.02781020229411764,0.02834003288235295,0.02853648694117647,0.028319877882352948,0.027761044705882365,0.02718443141176473,0.026807817647058807,0.02690301017647058,0.026569253294117606,0.02601309535294115,0.024955033941176444,0.02357938452941173,0.02244795188235292,0.02133225982352939,0.020158420999999968,0.01905254152941177,0.01736978623529413,0.015395793000000005,0.013364169176470597,0.011746279470588261,0.010348151470588235,0.00960559535294117,0.010234547764705892,0.010316877705882369,0.010373320058823562,0.011189878882352955,0.012096211235294113,0.013257946764705889,0.014409346176470578,0.015427741176470569,0.01644210411764707,0.017483860941176446,0.0181668438823529,0.019547419176470557,0.020934335647058794,0.022403994764705865,0.023705831823529408,0.024619502411764707,0.024011723235294102,0.022018021176470573,0.020329362352941138,0.018358309411764723,0.015966214705882373,0.013913537058823547,0.011945537647058843,0.009895760000000031,0.00788143882352943,0.005865185529411801,0.003964797882352961,0.0022788914117647247,0.00028749729411767233,-0.0014775024117647112,-0.002915383823529391,-0.00437171676470588,-0.006612896764705875,-0.007240768529411731,-0.00879346911764703,-0.010212782647058813,-0.0111548244117647,-0.01201496735294115,-0.012988764411764692,-0.013755730882352935,-0.014492822647058812,-0.015120313823529422,-0.015578965235294118,-0.01676724582352941,-0.019319345,-0.021473034411764708,-0.023869762941176514,-0.026617049176470606,-0.029251001117647057,-0.03112483158823534,-0.032034387470588246,-0.03241220764705886,-0.0328095111764706,-0.033590732352941216,-0.034962426470588254,-0.03575798882352943,-0.03659495976470589,-0.03753339794117648,-0.03830556029411765,-0.038532198882352944,-0.03653416970588237,-0.03349930670588236,-0.03123405266544116,-0.028736211498039205,-0.025353606684873936,-0.021782913619909472,-0.018243309931372534,-0.015721052112299447,-0.013076984582352943,-0.010805548392156833,-0.008169867803921552,-0.0062308189803921415,-0.0042469245098039204,-0.002265453627450967,-0.0002576728039215548,0.0015478293137255045,0.0026253804901961025,0.0021478407254902077
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
