UniprotID	Q13635-4
Accession	Q13635;A3KBI9;E9PEJ8;Q13463;Q5R1U7;Q5R1U9;Q5R1V0;Q5VZC0;Q5VZC2;Q86XG7
EntryName	PTC1_HUMAN
ProteinName	Protein patched homolog 1 (PTC) (PTC1)
GeneName	PTCH1 PTCH
Length	1296
Function	Acts as a receptor for sonic hedgehog (SHH), indian hedgehog (IHH) and desert hedgehog (DHH). Associates with the smoothened protein (SMO) to transduce the hedgehog's proteins signal. Seems to have a tumor suppressor function, as inactivation of this protein is probably a necessary, if not sufficient step for tumorigenesis.
Subcellular Location	Cell membrane
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.09262538
pNuLoCRegion	6...34;61...63;102...115
