UniprotID	Q14596-2
Accession	Q14596;Q13173;Q15026;Q5J7Q8;Q96GB6;Q9NRF7
EntryName	NBR1_HUMAN
ProteinName	Next to BRCA1 gene 1 protein (Cell migration-inducing gene 19 protein) (Membrane component chromosome 17 surface marker 2) (Neighbor of BRCA1 gene 1 protein) (Protein 1A1-3B)
GeneName	NBR1 1A13B KIAA0049 M17S2 MIG19
Length	937
Function	Ubiquitin-binding autophagy adapter that participates in different processes including host defense or intracellular homeostasis (PubMed:24692539, PubMed:33577621). Possesses a double function during the selective autophagy by acting as a shuttle bringing ubiquitinated proteins to autophagosomes and also by participating in the formation of protein aggregates (PubMed:24879152, PubMed:34471133). Plays a role in the regulation of the innate immune response by modulating type I interferon production and targeting ubiquitinated IRF3 for autophagic degradation (PubMed:35914352). In response to oxidative stress, promotes an increase in SQSTM1 levels, phosphorylation, and body formation by preventing its autophagic degradation (By similarity). In turn, activates the KEAP1-NRF2/NFE2L2 antioxidant pathway (By similarity). Also plays non-autophagy role by mediating the shuttle of IL-12 to late endosome for subsequent secretion (By similarity).
Subcellular Location	Cytoplasm; Cytoplasmic vesicle; Autophagosome; Lysosome; Cytoplasm; Myofibril; Sarcomere; M line
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.7485969
pNuLoCRegion	51...65;85...96;220...230
