UniprotID	Q99708-3
Accession	Q99708;A6NKN2;A8K8W6;E7ETY1;O75371;Q8NHQ3
EntryName	CTIP_HUMAN
ProteinName	DNA endonuclease RBBP8 (EC 3.1.-.-) (CtBP-interacting protein) (CtIP) (Retinoblastoma-binding protein 8) (RBBP-8) (Retinoblastoma-interacting protein and myosin-like) (RIM) (Sporulation in the absence of SPO11 protein 2 homolog) (SAE2)
GeneName	RBBP8 CTIP
Length	867
Function	Endonuclease that cooperates with the MRE11-RAD50-NBN (MRN) complex in DNA-end resection, the first step of double-strand break (DSB) repair through the homologous recombination (HR) pathway (PubMed:17965729, PubMed:19202191, PubMed:19759395, PubMed:20064462, PubMed:23273981, PubMed:26721387, PubMed:27814491, PubMed:27889449, PubMed:30787182). HR is restricted to S and G2 phases of the cell cycle and preferentially repairs DSBs resulting from replication fork collapse (PubMed:17965729, PubMed:19202191, PubMed:23273981, PubMed:27814491, PubMed:27889449, PubMed:30787182). Key determinant of DSB repair pathway choice, as it commits cells to HR by preventing classical non-homologous end-joining (NHEJ) (PubMed:19202191). Specifically promotes the endonuclease activity of the MRN complex to clear DNA ends containing protein adducts: recruited to DSBs by NBN following phosphorylation by CDK1, and promotes the endonuclease activity of MRE11 to clear protein-DNA adducts and generate clean double-strand break ends (PubMed:27814491, PubMed:27889449, PubMed:30787182, PubMed:33836577). Functions downstream of the MRN complex and ATM, promotes ATR activation and its recruitment to DSBs in the S/G2 phase facilitating the generation of ssDNA (PubMed:16581787, PubMed:17965729, PubMed:19759395, PubMed:20064462). Component of the BRCA1-RBBP8 complex that regulates CHEK1 activation and controls cell cycle G2/M checkpoints on DNA damage (PubMed:15485915, PubMed:16818604). During immunoglobulin heavy chain class-switch recombination, promotes microhomology-mediated alternative end joining (A-NHEJ) and plays an essential role in chromosomal translocations (By similarity). Binds preferentially to DNA Y-junctions and to DNA substrates with blocked ends and promotes intermolecular DNA bridging (PubMed:30601117).
Subcellular Location	Nucleus; Chromosome
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.93013316
pNuLoCRegion	60...65;437...460
