UniprotID	Q13822-2
Accession	Q13822;A8UHA1;E9PHP7;Q13827;Q14555;Q15117;Q9UCQ8;Q9UCR0;Q9UCR1;Q9UCR2;Q9UCR3;Q9UCR4
EntryName	ENPP2_HUMAN
ProteinName	Autotaxin (EC 3.1.4.39) (EC 3.1.4.4) (Ectonucleotide pyrophosphatase/phosphodiesterase family member 2) (E-NPP 2) (Extracellular lysophospholipase D) (LysoPLD)
GeneName	ENPP2 ATX PDNP2
Length	915
Function	Secreted lysophospholipase D that hydrolyzes lysophospholipids to produce the signaling molecule lysophosphatidic acid (LPA) in extracellular fluids (PubMed:12354767, PubMed:14500380, PubMed:15769751, PubMed:26371182, PubMed:27754931). Its major substrate is lysophosphatidylcholine (PubMed:12176993, PubMed:14500380, PubMed:27754931). Can also act on sphingosylphosphorylcholine producing sphingosine-1-phosphate, a modulator of cell motility (PubMed:14500380). Can hydrolyze, in vitro, bis-pNPP, to some extent pNP-TMP, and barely ATP (PubMed:12176993, PubMed:15769751). Involved in several motility-related processes such as angiogenesis and neurite outgrowth. Acts as an angiogenic factor by stimulating migration of smooth muscle cells and microtubule formation (PubMed:11559573). Stimulates migration of melanoma cells, probably via a pertussis toxin-sensitive G protein (PubMed:1733949). May have a role in induction of parturition (PubMed:12176993). Possible involvement in cell proliferation and adipose tissue development (Probable). Required for LPA production in activated platelets, cleaves the sn-1 lysophospholipids to generate sn-1 lysophosphatidic acids containing predominantly 18:2 and 20:4 fatty acids (PubMed:21393252). Shows a preference for the sn-1 to the sn-2 isomer of 1-O-alkyl-sn-glycero-3-phosphocholine (lyso-PAF) (PubMed:21393252).
Subcellular Location	Secreted
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.658481
pNuLoCRegion	347...376;408...419
