UniprotID	Q86TD4-1
Accession	Q86TD4;B4DYT9
EntryName	SRCA_HUMAN
ProteinName	Sarcalumenin
GeneName	SRL
Length	932
Function	
Subcellular Location	Sarcoplasmic reticulum lumen; Sarcoplasmic reticulum membrane
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.028668825
pNuLoCRegion	
