UniprotID	Q9Y618-2
Accession	Q9Y618;O00613;O15416;O15421;Q13354;Q56D06;Q59GM0;Q9Y5U0
EntryName	NCOR2_HUMAN
ProteinName	Nuclear receptor corepressor 2 (N-CoR2) (CTG repeat protein 26) (SMAP270) (Silencing mediator of retinoic acid and thyroid hormone receptor) (SMRT) (T3 receptor-associating factor) (TRAC) (Thyroid-, retinoic-acid-receptor-associated corepressor)
GeneName	NCOR2 CTG26
Length	766
Function	Transcriptional corepressor that mediates the transcriptional repression activity of some nuclear receptors by promoting chromatin condensation, thus preventing access of the basal transcription (PubMed:10077563, PubMed:10097068, PubMed:18212045, PubMed:20812024, PubMed:22230954, PubMed:23911289). Acts by recruiting chromatin modifiers, such as histone deacetylases HDAC1, HDAC2 and HDAC3 (PubMed:22230954). Required to activate the histone deacetylase activity of HDAC3 (PubMed:22230954). Involved in the regulation BCL6-dependent of the germinal center (GC) reactions, mainly through the control of the GC B-cells proliferation and survival (PubMed:18212045, PubMed:23911289). Recruited by ZBTB7A to the androgen response elements/ARE on target genes, negatively regulates androgen receptor signaling and androgen-induced cell proliferation (PubMed:20812024).
Subcellular Location	Nucleus
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.6311603
pNuLoCRegion	31...38;106...110;138...145
