UniprotID	Q13505-2
Accession	Q13505;A0A0A0MRK6;B1AVR9;B1AVS0;B2R9P4;Q9BUU3
EntryName	MTX1_HUMAN
ProteinName	Metaxin-1 (Mitochondrial outer membrane import complex protein 1)
GeneName	MTX1 MTX MTXN
Length	435
Function	Involved in transport of proteins into the mitochondrion. Essential for embryonic development (By similarity).
Subcellular Location	Membrane; Mitochondrion outer membrane
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.115205966
pNuLoCRegion	92...98
pNuLoCScore	0.2737084255555555,0.278235056,0.2827856827272727,0.2877966475,0.29194645923076923,0.2954737864285714,0.298665426,0.30193721812499996,0.3041659970588235,0.2975713911764706,0.3000900805882352,0.30827068294117643,0.3183282470588235,0.3275563482352941,0.33350247411764705,0.3301986129411765,0.3306635888235294,0.3318746723529412,0.33260890705882357,0.3328115158823529,0.3317767182352942,0.33041785764705883,0.3292786517647059,0.32808871529411765,0.32836980352941175,0.3284009505882353,0.3194148105882353,0.31153119647058825,0.3057272058823529,0.30006648529411767,0.29481954882352945,0.289974245882353,0.28588395588235294,0.28264971470588235,0.28104735588235297,0.28163121647058825,0.28300242647058815,0.2857287829411765,0.28884902117647066,0.2916114229411765,0.2949746547058824,0.2968993105882353,0.30014548647058825,0.31283713588235296,0.3236408741176471,0.33406195647058823,0.34454023470588224,0.3545263523529411,0.3609946405882352,0.366836364117647,0.37217415294117645,0.3749690188235294,0.37529760000000006,0.3766800647058824,0.37746322235294116,0.37885947882352944,0.3830340217647059,0.3866553129411765,0.3899986982352942,0.39299458058823533,0.39639243588235296,0.4001265529411765,0.40353728117647064,0.4062168800000001,0.40882653294117643,0.4147286917647059,0.4196092076470589,0.42369575823529415,0.42825118294117653,0.43293039882352946,0.4355952770588236,0.4370197847058824,0.43692239764705887,0.4313740564705883,0.42706117000000005,0.4216084041176471,0.41630506,0.41150667647058814,0.40693794352941165,0.4031197752941176,0.4004024552941176,0.398049745882353,0.3958633129411765,0.39495544117647063,0.3946438441176471,0.3949770623529412,0.3952827952941177,0.39586655411764704,0.4046684523529412,0.41429062470588235,0.42568071294117643,0.43461682882352937,0.44453024764705884,0.45428202411764707,0.4630045117647059,0.4714145482352942,0.47948018470588244,0.48686492823529404,0.49379634,0.5003384023529412,0.5064674876470588,0.512413992352941,0.5182297211764706,0.523639111764706,0.5289925735294119,0.5271144594117647,0.5253007811764708,0.5247216282352942,0.5251878523529413,0.5255956935294117,0.5258417876470589,0.5260010929411765,0.525843634117647,0.524783428235294,0.5234222317647059,0.5218644047058824,0.5203029399999999,0.5181337717647058,0.5149034982352941,0.5110921282352942,0.4981066517647059,0.4868995935294117,0.4754034347058823,0.46429675823529404,0.45308793470588227,0.4421975629411764,0.4314185605882352,0.42103321705882346,0.41069604176470587,0.40074927588235293,0.3909586094117647,0.38164167764705886,0.3727313164705883,0.3639566047058824,0.3558037588235295,0.3483912941176471,0.34160360470588236,0.34411558352941174,0.3447301017647058,0.3455592570588235,0.34571829058823533,0.34514040352941183,0.3439354864705883,0.3424410435294118,0.3409433911764706,0.3394495776470588,0.3381594282352941,0.3373927829411765,0.3363382629411764,0.3349746982352941,0.3328848411764706,0.3308803070588236,0.31851845,0.30890915235294125,0.2990948788235295,0.28862399000000005,0.2774383911764706,0.26655055764705887,0.25698985470588237,0.24789520823529412,0.23965707529411762,0.23150636117647055,0.22386448411764703,0.21639427882352943,0.20900114352941176,0.2017661623529412,0.19504305352941181,0.18941784588235297,0.18398793882352946,0.1885080994117647,0.19010790117647056,0.19210527352941173,0.1946649152941176,0.19788412352941176,0.20087685764705882,0.20327245588235293,0.2056345005882353,0.20725649941176472,0.20836846588235294,0.20888296411764706,0.20886207411764707,0.20860515999999998,0.20812079117647062,0.2073811,0.20749402058823532,0.20735475647058824,0.20657748705882353,0.20614995588235296,0.20575134294117647,0.20563849,0.2057141505882353,0.20615362529411763,0.20655627,0.20677830235294115,0.20700119470588232,0.20727278764705884,0.20752000764705883,0.2078182305882353,0.20825316588235296,0.20885414352941178,0.20948999294117648,0.20899220294117649,0.20847967117647062,0.20915287588235298,0.20939367411764706,0.20943431470588236,0.20925602058823528,0.20891956823529412,0.20850449000000001,0.20797752764705885,0.20743494705882354,0.20681164470588237,0.2061643735294118,0.2055535170588236,0.20484381176470587,0.20415033882352943,0.20179550941176472,0.20110820470588234,0.20086591588235295,0.20029706470588235,0.1998274170588235,0.19948520058823527,0.19825270470588233,0.1960841676470588,0.19436854941176468,0.19245518058823524,0.19047974588235292,0.18862883882352943,0.18683701823529408,0.18523621352941178,0.18395040529411766,0.18291192000000003,0.1819433,0.18263679294117652,0.18155262529411767,0.17974658941176472,0.17811534529411766,0.17641970529411763,0.17488674588235295,0.17433428588235295,0.17474018117647058,0.1746766411764706,0.17472401058823528,0.1750163329411765,0.17525498352941174,0.1756372088235294,0.1759272582352941,0.1759005705882353,0.17490169,0.17425588647058826,0.17345213999999998,0.17296014823529413,0.1726156235294118,0.17259822294117647,0.17264537764705884,0.17273534705882354,0.17233214470588235,0.1712550276470588,0.17033059176470589,0.16945351529411765,0.16838491588235294,0.16753046058823526,0.16666465411764703,0.16581152294117646,0.16509700529411764,0.16507060941176474,0.16464924000000003,0.16442329882352943,0.1639922794117647,0.16380994235294116,0.1634638005882353,0.16313498294117648,0.16276103235294118,0.16288325705882353,0.16402304705882353,0.16502065705882352,0.16621535823529413,0.16730785000000004,0.16839413588235297,0.16943666941176472,0.16866298647058825,0.16867313294117647,0.16970827882352937,0.17098658647058823,0.17224771352941176,0.17374378294117646,0.1747514011764706,0.17549957235294117,0.1761657388235294,0.17663840176470585,0.1767930294117647,0.17674045647058823,0.1769148176470588,0.17690191,0.17704259294117647,0.17713196,0.17731367647058824,0.17938719764705882,0.18050641588235294,0.1807217994117647,0.18057266823529414,0.18043767,0.17984488352941178,0.17981592470588237,0.1800125735294118,0.18022717117647058,0.18051990117647057,0.18109707294117644,0.18155496235294116,0.18186386529411766,0.18218673764705884,0.18255972647058827,0.18295857882352945,0.18278541823529415,0.18283626470588238,0.18237329705882357,0.1815818252941177,0.1798807029411765,0.17762955411764708,0.17491450411764708,0.1711681817647059,0.16745302705882353,0.16343022,0.1591514341176471,0.15458527205882355,0.1499958267647059,0.1453124285294118,0.14055813264705883,0.13567919088235292,0.13055228088235293,0.12593792711764706,0.12101072711764707,0.1166304192352941,0.11258854864705882,0.10949345394117646,0.10686344805882352,0.10484775417647058,0.1037270024117647,0.10252719299999999,0.10154118064705882,0.10071997770588235,0.1001221468235294,0.09956312035294118,0.09901168564705883,0.09756758505882353,0.09681824152941176,0.0966268348235294,0.09676156541176471,0.09731493858823528,0.09820141882352941,0.09916670823529411,0.10027862529411764,0.10168633558823528,0.10316759064705883,0.10519287123529412,0.107591493,0.11022142358823528,0.11322341770588235,0.11646637358823529,0.12004521005882351,0.12412495888235293,0.12931282417647058,0.13402666064705882,0.13860550852941178,0.1429999764117647,0.14719003558823532,0.1512426185294118,0.15539424500000001,0.15954238029411769,0.1634013117647059,0.16739877823529414,0.17100753882352937,0.1743961482352941,0.17777361647058823,0.1810368894117647,0.18390714411764705,0.1886950529411765,0.19248683941176475,0.19634233058823528,0.1997905994117647,0.20326621294117647,0.20648722117647056,0.2093838105882353,0.2122785470588235,0.2151157023529412,0.21792482294117646,0.22066770764705881,0.22313715352941177,0.22526895823529414,0.22682361529411765,0.2277015288235294,0.22818037117647058,0.22865935058823528,0.22663945294117646,0.22448478176470588,0.22165887470588236,0.21875558411764703,0.21517640470588234,0.21154877294117647,0.20776310823529412,0.2035713805882353,0.19910694529411763,0.19440572647058824,0.18943747647058826,0.18448972588235296,0.1796557811764706,0.17512449529411764,0.17099042823529412,0.16517307941176473,0.15947388882352942,0.15399574705882357,0.14911811529411767,0.14465994647058825,0.14059221617647058,0.1368559126470588,0.13323867770588232,0.1299129035882353,0.12683201005882352,0.12388966329411763,0.12108972858823529,0.11860565711764703,0.11623635623529412,0.11396872976470587,0.1118735785882353,0.1099458447647059,0.10997546417647061,0.11020154923529414,0.11018255481250003,0.11018167246666669,0.11018872192857145,0.11019141553846155,0.11022092183333333,0.11028488418181817,0.11035129160000001,0.11047366733333334
pNuLoCDScore	0.030457571503268,0.023862965620915055,0.026381655032679696,0.03456225738562091,0.04461982150326799,0.05384792267973859,0.05979404856209153,0.05649018738562095,0.056955163267973896,0.05363961635294123,0.04982322433155084,0.04501486838235291,0.03983025900452497,0.034944071218487416,0.030613225764705876,0.026151497169117688,0.02420380647058823,0.03082955941176474,0.019324730000000068,0.0032605135294118126,-0.012601041176470595,-0.027489862941176446,-0.0386829252941176,-0.040224367058823485,-0.044779632941176484,-0.049224957647058865,-0.0515615511764706,-0.05118029941176466,-0.048774291764706046,-0.04468907470588235,-0.04042963058823523,-0.03647729235294117,-0.03339514882352934,-0.03150164,-0.019269324117647035,0.0013059394117647116,0.017913668235294167,0.03399547117647056,0.04972068588235279,0.06455210647058812,0.07511068470588228,0.08418664941176462,0.09112679705882348,0.09333780235294115,0.09229517352941191,0.0909512817647059,0.08861420117647051,0.08724805588235296,0.0880593670588235,0.08975600235294118,0.08985321176470595,0.08015744470588237,0.07275156176470587,0.06606459647058827,0.0589970464705884,0.051690527647059004,0.04783189235294122,0.04789232764705892,0.04743505470588244,0.04872673941176475,0.05295358294117647,0.05625033411764707,0.05813205470588245,0.058160305882352936,0.05388837588235296,0.0447187435294118,0.03706247176470584,0.028613823529411775,0.01991262411764705,0.011380123529411645,0.0034006623529410085,-0.0030971047058825363,-0.008424077647058825,-0.016678945882352914,-0.023745894705882398,-0.028740317058823517,-0.03360733882352945,-0.03795333647058824,-0.04031248176470592,-0.041153230588235334,-0.03225394529411768,-0.017083431764705947,-0.0013804570588236142,0.01300842470588226,0.028225187647058836,0.042775347647058926,0.05606656823529427,0.06829477294117664,0.07907772941176483,0.08881518235294106,0.09793302705882351,0.10538296117647061,0.11182364352941176,0.11743692999999983,0.1229469258823529,0.12777255764705897,0.12432412117647068,0.11282383470588236,0.0996200682352944,0.09010479941176486,0.08065760470588246,0.07131366941176465,0.062837275882353,0.054586544705882256,0.04636344941176457,-0.03648036149673203,-0.052180426202614386,-0.06737632537908494,-0.07591967479084964,-0.08136183361437906,-0.08544414079084964,-0.08903503696732025,-0.0923635500849673,-0.09495971108496731,-0.0896117250764706,-0.08595485798930483,-0.08373584273039217,-0.08252401642986426,-0.08164622435714286,-0.08096021896862747,-0.08034611039705883,-0.07950662505882351,-0.0655776222352941,-0.05162159817647061,-0.043964437823529434,-0.03912533282352944,-0.03553260000000003,-0.03208681311764708,-0.028575440647058845,-0.025624956235294122,-0.023113594411764707,-0.0202572892352941,-0.017426465470588216,-0.014328978705882331,-0.011551742882352944,-0.009012822352941152,-0.006786207999999995,-0.004721126823529417,-0.0032594841176470588,-0.002371372411764716,-0.0014696602941176584,-0.0010653982352941196,-0.0009207014117647017,-0.0013965324705882201,-0.0022196519999999956,-0.003368775529411762,-0.004360782235294111,-0.005328391411764707,-0.006504793411764714,-0.007689232941176481,-0.008589460117647059,-0.009041318705882373,-0.009425081352941185,-0.009160897176470596,-0.009058566235294122,-0.008861933058823525,-0.009045780823529408,-0.009098725235294113,-0.00909617741176471,-0.008758678411764718,-0.008110228941176474,-0.007317981294117655,-0.006542802764705903,-0.005860431117647072,-0.00494663923529412,-0.003826355352941173,-0.0027301227647058696,-0.002011429235294085,-0.0014336357058823482,-0.0014207275294117541,-0.0018225425294117609,-0.0021891389411764633,-0.002652222470588231,-0.0031191962941176515,-0.003450497352941187,-0.0037856404117646986,-0.0044062036470588276,-0.0050010157647058795,-0.005655928705882343,-0.005959267764705865,-0.006281948588235289,-0.006672531764705877,-0.007091550058823545,-0.007396749529411793,-0.007519402647058825,-0.007639555705882352,-0.0072348547058823515,-0.006905017764705881,-0.006455402117647065,-0.005908081882352943,-0.005373311823529403,-0.0048502499999999935,-0.004284843117647055,-0.003717823882352936,-0.0031524831764705857,-0.0027280684117647128,-0.0023754999411764732,-0.002069254411764712,-0.0018230496470588164,-0.0016350111176470436,-0.0015263376470588189,-0.0014734314117647168,-0.0013965450588235354,-0.001269219470588237,-0.0011675889411764673,-0.0010689558235294078,-0.0009957910000000028,-0.0009921331764705943,-0.0010447201176470647,-0.001142057941176479,-0.0012139674705882453,-0.0012810162352941204,-0.0013970099411764747,-0.0014716359999999984,-0.0015096271176470652,-0.001555654705882363,-0.0016308689411764776,-0.0014674651176470599,-0.00145390864705882,-0.0015943278235294109,-0.0017105428235294137,-0.0018374884705882333,-0.0019336914117647,-0.001940125176470589,-0.0018892721764705786,-0.0017941243529411705,-0.001685553999999985,-0.0016225872941176486,-0.0016201121764705811,-0.0016414159411764634,-0.0016968344117647,-0.001707500823529405,-0.0016470955294117587,-0.0017840959411764695,-0.0019571615294117703,-0.0018433217647058908,-0.0016201114117647061,-0.0013850305882353031,-0.0011497980000000074,-0.0009958391764705934,-0.0009530225882352986,-0.0009621768823529428,-0.0010095282941176564,-0.0010411747058823445,-0.0009740645882352905,-0.0008159739411764746,-0.0006235420588235341,-0.00044977576470588143,-0.0003320796470588222,-0.0006167618235294117,-0.0008352154117647025,-0.001113688764705887,-0.0014397712941176498,-0.0017670894705882345,-0.00206871423529411,-0.0023328542941176422,-0.002524385058823523,-0.002648083176470594,-0.0027649737058823495,-0.0028531331176470595,-0.0029374367647058836,-0.0030844344705882355,-0.003242623117647059,-0.003394902823529413,-0.0035132404705882393,-0.003262180411764702,-0.002476831058823528,-0.0016166107647058725,-0.0009640730588235252,-0.00035964741176469986,0.0001398861764705904,0.0005792297058823531,0.0009814684705882308,0.0013217551176470665,0.0016542828235294113,0.0020000098823529412,0.002307520411764706,0.0025896515294117593,0.002849740411764702,0.0030693538235294013,0.003251865529411764,0.0034168428235294146,0.0031633419411764667,0.0025876009999999984,0.0021526577058823514,0.0018251824705882262,0.0015264801176470486,0.0012798948235294115,0.001063689294117643,0.0008966374117646975,0.0007844357647058819,0.0006189268823529395,0.0004511262352941102,0.00028945194117647316,0.0001497327058823522,2.1600588235339002e-06,-8.982982352941093e-05,-0.00016483882352941875,-0.00018362635294117552,-4.23415882352951e-05,0.00020319723529411277,0.0003405536470588305,0.0004340548823529404,0.0005081937647058755,0.0005902525294117743,0.0006313205294117656,0.0006142631176470487,0.0006102571764705807,0.0006268420588235353,0.000650189705882348,0.0006230959411764672,0.0005930869411764697,0.0005154214705882336,-0.0003829839999999994,-0.0011626719999999965,-0.0019767217647058827,-0.0029055344117646965,-0.0038132704117647027,-0.004654361941176466,-0.00548743170588235,-0.006328140588235304,-0.007150519941176471,-0.007955589411764701,-0.008738209411764702,-0.009523096000000002,-0.010284881647058822,-0.0110033244117647,-0.01163392235294117,-0.012226909470588233,-0.011968465294117644,-0.011029793000000003,-0.010221291352941177,-0.00942923229411765,-0.00861785317647059,-0.0078048765882352995,-0.0069992620588235285,-0.006207732411764706,-0.005425662529411759,-0.004629716294117639,-0.003830200941176469,-0.003027930705882354,-0.002234902941176467,-0.0014457158823529444,-0.0006947791764705911,3.586217647058576e-05,0.001375785941176471,0.0018086869411764739,0.002534862470588241,0.0033845302352941177,0.004252792294117649,0.005146726294117655,0.006060152470588238,0.007022477117647065,0.008071873294117647,0.009142993117647057,0.010200316294117651,0.011273943941176475,0.012344320470588244,0.013410511999999996,0.014472336529411767,0.015536986823529417,0.015949716176470598,0.01581656841176471,0.01562955670588235,0.01517512664705882,0.014612359352941175,0.014006174529411754,0.013371063117647061,0.012666859882352936,0.011852510823529411,0.01092397364705882,0.009972365941176464,0.008985204764705872,0.007975200058823517,0.00693807105882354,0.005876977117647057,0.004802028235294117,0.00378542452941176,0.0034302369411764663,0.0028736606470588233,0.0024213304705882413,0.0019813044705882382,0.0014033014705882446,0.0007114906470588184,1.1849294117655118e-05,-0.000649992470588244,-0.001258897352941185,-0.0019288411176470593,-0.002647175176470583,-0.00338596858823529,-0.004154250352941188,-0.004907038411764708,-0.005677457235294114,-0.006538067117647053,-0.007489856235294114,-0.008385541294117643,-0.009165009411764707,-0.00982009311764706,-0.010271036470588229,-0.010469093764705877,-0.01051812282352941,-0.010551608529411751,-0.010540994705882344,-0.010421400176470582,-0.01015157276470588,-0.009786141529411766,-0.009324140999999994,-0.008815460823529412,-0.008273583235294125,-0.007748078764705891,-0.0071246958823529445,-0.006475921411764705,-0.005861261764705885,-0.005262734882352939,-0.004703636588235298,-0.0042519430000000046,-0.0038910858235294173,-0.00352602111764707,-0.0031580098823529405,-0.002814819507352951,-0.0025616155333333356,-0.002370695260504204,-0.0022330952171945653,-0.002143382911764701,-0.002077347609625673,-0.001979246529411765,-0.0017734905882352964,-0.0015597666470588273,-0.001364996117647059,-0.001199918352941181,-0.0010557460000000032,-0.0009268483529411738,-0.0008186541176470608,-0.0007320439999999942,-0.0006596728823529407
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
