UniprotID	Q8WXE9-3
Accession	Q8WXE9;G3V2T7;Q17R24;Q59H11;Q6NT47;Q96RI7;Q96RU6
EntryName	STON2_HUMAN
ProteinName	Stonin-2 (Stoned B)
GeneName	STON2 STN2 STNB
Length	920
Function	Adapter protein involved in endocytic machinery. Involved in the synaptic vesicle recycling. May facilitate clathrin-coated vesicle uncoating.
Subcellular Location	Cytoplasm; Membrane; Synapse; Synaptosome
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.8222046
pNuLoCRegion	6...27
