UniprotID	Q9H8H2-5
Accession	Q9H8H2;Q5K6N2;Q5K6N3;Q5K6N4;Q5VZJ4;Q5VZJ9;Q96E91;Q96NY2;Q96SX5;Q9H5K6
EntryName	DDX31_HUMAN
ProteinName	ATP-dependent DNA helicase DDX31 (EC 5.6.2.-) (DEAD box protein 31) (Helicain) (Probable ATP-dependent RNA helicase DDX31) (EC 3.6.4.13)
GeneName	DDX31
Length	746
Function	May have DNA helicase activity and RNA helicase activity. Probably have ssDNA and RNA dependent ATPase activity (By similarity). Plays a role in ribosome biogenesis and TP53/p53 regulation through its interaction with NPM1 (PubMed:23019224).
Subcellular Location	Nucleus; Nucleolus
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.9524691
pNuLoCRegion	22...48;202...222
