UniprotID	Q08554-2
Accession	Q08554;Q9HB01
EntryName	DSC1_HUMAN
ProteinName	Desmocollin-1 (Cadherin family member 1) (Desmosomal glycoprotein 2/3) (DG2/DG3)
GeneName	DSC1 CDHF1
Length	840
Function	A component of desmosome cell-cell junctions which are required for positive regulation of cellular adhesion (By similarity). Required for desmosome adhesion strength between the granular layers of the epidermis, as a result moderates epidermal proliferation and differentiation (By similarity). Is therefore required to maintain postnatal epidermal barrier function and normal hair follicle morphology into adulthood (By similarity).
Subcellular Location	Cell membrane; Cell junction; Desmosome
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.016410744
pNuLoCRegion	
