UniprotID	Q496Y0-2
Accession	Q496Y0;Q5JPN6;Q8NB00;Q9H647
EntryName	LONF3_HUMAN
ProteinName	LON peptidase N-terminal domain and RING finger protein 3 (RING finger protein 127)
GeneName	LONRF3 RNF127
Length	718
Function	
Subcellular Location	
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.7756219
pNuLoCRegion	16...30;373...395;427...438;649...658;660...661
