UniprotID	Q15262-2
Accession	Q15262;B2RTQ8;B7ZMG0;Q14763;Q5TG10;Q5TG11
EntryName	PTPRK_HUMAN
ProteinName	Receptor-type tyrosine-protein phosphatase kappa (Protein-tyrosine phosphatase kappa) (R-PTP-kappa) (EC 3.1.3.48)
GeneName	PTPRK PTPK
Length	1440
Function	Regulation of processes involving cell contact and adhesion such as growth control, tumor invasion, and metastasis. Negative regulator of EGFR signaling pathway. Forms complexes with beta-catenin and gamma-catenin/plakoglobin. Beta-catenin may be a substrate for the catalytic activity of PTPRK/PTP-kappa.
Subcellular Location	Cell junction; Adherens junction; Cell membrane
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.0911293
pNuLoCRegion	
