UniprotID	Q14028-2
Accession	Q14028;H3BN09;O43636;Q13059;Q14029;Q9UMG2
EntryName	CNGB1_HUMAN
ProteinName	Cyclic nucleotide-gated channel beta-1 (CNG channel beta-1) (Cyclic nucleotide-gated cation channel 4) (CNG channel 4) (CNG-4) (CNG4) (Cyclic nucleotide-gated cation channel gamma) (Cyclic nucleotide-gated cation channel modulatory subunit) (Glutamic acid-rich protein) (GARP)
GeneName	CNGB1 CNCG2 CNCG3L CNCG4 RCNC2
Length	623
Function	Pore-forming subunit of the rod cyclic nucleotide-gated channel. Mediates rod photoresponses at dim light converting transient changes in intracellular cGMP levels into electrical signals. In the dark, cGMP levels are high and keep the channel open enabling a steady inward current carried by Na(+) and Ca(2+) ions that leads to membrane depolarization and neurotransmitter release from synaptic terminals. Upon photon absorption cGMP levels decline leading to channel closure and membrane hyperpolarization that ultimately slows neurotransmitter release and signals the presence of light, the end point of the phototransduction cascade (By similarity) (PubMed:34699778). Pore-forming subunit of the olfactory cyclic nucleotide-gated channel. Operates in the cilia of olfactory sensory neurons where chemical stimulation of the odorant is converted to an electrical signal. Mediates odorant-induced cAMP-dependent Ca(2+) influx triggering neuron depolarization. The rise of intracellular Ca(2+) levels potentiates the olfactory response by activating Ca(2+)-dependent Cl(-) channels, but it also serves as a negative feedback signal to desensitize the channel for rapid adaptation to odorants (By similarity). Conducts cGMP- and cAMP-gated ion currents, with permeability for monovalent and divalent cations. The selectivity for Ca(2+) over Na(+) increases with cGMP concentrations, whereas the selectivity among monovalent ions is independent of the cGMP levels (By similarity) (PubMed:34699778).
Subcellular Location	Cell membrane; Cell projection; Cilium membrane
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.0064476873
pNuLoCRegion	
