UniprotID	Q8NEY1-5
Accession	Q8NEY1;A8MS88;Q5SVH1;Q5SVH2;Q5SVH3;Q5SVH7;Q5VUY9;Q8IVL2;Q96II1;Q9H7V9;Q9H9S9;Q9H9T5;Q9UGI1;Q9ULK7;Q9ULR9
EntryName	NAV1_HUMAN
ProteinName	Neuron navigator 1 (Pore membrane and/or filament-interacting-like protein 3) (Steerin-1) (Unc-53 homolog 1) (unc53H1)
GeneName	NAV1 KIAA1151 KIAA1213 POMFIL3 STEERIN1
Length	1483
Function	May be involved in neuronal migration.
Subcellular Location	Cytoplasm; Cytoskeleton
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.36578336
pNuLoCRegion	24...40;83...96;113...134
