UniprotID	Q13393-2
Accession	Q13393
EntryName	PLD1_HUMAN
ProteinName	Phospholipase D1 (PLD 1) (hPLD1) (EC 3.1.4.4) (Choline phosphatase 1) (Phosphatidylcholine-hydrolyzing phospholipase D1)
GeneName	PLD1
Length	1036
Function	Function as phospholipase selective for phosphatidylcholine (PubMed:25936805, PubMed:8530346, PubMed:9582313). Implicated as a critical step in numerous cellular pathways, including signal transduction, membrane trafficking, and the regulation of mitosis. May be involved in the regulation of perinuclear intravesicular membrane traffic (By similarity).
Subcellular Location	Cytoplasm; Perinuclear region; Endoplasmic reticulum membrane; Golgi apparatus membrane; Late endosome membrane
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.5887062
pNuLoCRegion	18...41;119...129
