UniprotID	Q15398-3
Accession	Q15398;A8MTM6;B4DRM8;Q86T11;Q8NG58
EntryName	DLGP5_HUMAN
ProteinName	Disks large-associated protein 5 (DAP-5) (Discs large homolog 7) (Disks large-associated protein DLG7) (Hepatoma up-regulated protein) (HURP)
GeneName	DLGAP5 DLG7 KIAA0008
Length	842
Function	Potential cell cycle regulator that may play a role in carcinogenesis of cancer cells. Mitotic phosphoprotein regulated by the ubiquitin-proteasome pathway. Key regulator of adherens junction integrity and differentiation that may be involved in CDH1-mediated adhesion and signaling in epithelial cells.
Subcellular Location	Nucleus; Cytoplasm; Cytoplasm; Cytoskeleton; Spindle
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.586071
pNuLoCRegion	
