UniprotID	Q00532-2
Accession	Q00532;J3KMW1;Q2M3A4;Q6QUA0;Q8WXQ5
EntryName	CDKL1_HUMAN
ProteinName	Cyclin-dependent kinase-like 1 (EC 2.7.11.22) (Protein kinase p42 KKIALRE) (Serine/threonine-protein kinase KKIALRE)
GeneName	CDKL1
Length	993
Function	
Subcellular Location	Cytoplasm; Nucleus
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.34046426
pNuLoCRegion	24...41
