UniprotID	Q92896-2
Accession	Q92896;B7Z8Y4;D3DUJ7;Q13221;Q6P9D1
EntryName	GSLG1_HUMAN
ProteinName	Golgi apparatus protein 1 (CFR-1) (Cysteine-rich fibroblast growth factor receptor) (E-selectin ligand 1) (ESL-1) (Golgi sialoglycoprotein MG-160)
GeneName	GLG1 CFR1 ESL1 MG160
Length	1203
Function	Binds fibroblast growth factor and E-selectin (cell-adhesion lectin on endothelial cells mediating the binding of neutrophils).
Subcellular Location	Golgi apparatus membrane; Golgi outpost; Cytoplasm; Cytoskeleton; Microtubule organizing center
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.124910444
pNuLoCRegion	74...84
