UniprotID	Q9H2X0-5
Accession	Q9H2X0;O95254;Q2M1I8;Q6UW83;Q9H2D3;Q9H2W8;Q9H2W9;Q9P0Z2;Q9P0Z3;Q9P0Z4;Q9P0Z5
EntryName	CHRD_HUMAN
ProteinName	Chordin
GeneName	CHRD UNQ217/PRO243
Length	915
Function	Dorsalizing factor. Key developmental protein that dorsalizes early vertebrate embryonic tissues by binding to ventralizing TGF-beta family bone morphogenetic proteins (BMPs) and sequestering them in latent complexes (By similarity).
Subcellular Location	Secreted
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.093104415
pNuLoCRegion	
