UniprotID	Q9Y5H4-2
Accession	Q9Y5H4;Q2M273;Q9Y5D6
EntryName	PCDG1_HUMAN
ProteinName	Protocadherin gamma-A1 (PCDH-gamma-A1)
GeneName	PCDHGA1
Length	823
Function	Potential calcium-dependent cell-adhesion protein. May be involved in the establishment and maintenance of specific neuronal connections in the brain.
Subcellular Location	Cell membrane
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.08090168
pNuLoCRegion	
