UniprotID	Q96G01-4
Accession	Q96G01;A8K2C3;F8W113;O43892;O43893
EntryName	BICD1_HUMAN
ProteinName	Protein bicaudal D homolog 1 (Bic-D 1)
GeneName	BICD1
Length	835
Function	Regulates coat complex coatomer protein I (COPI)-independent Golgi-endoplasmic reticulum transport by recruiting the dynein-dynactin motor complex.
Subcellular Location	Golgi apparatus
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.43536747
pNuLoCRegion	
