UniprotID	Q13308-2
Accession	Q13308;A8K974;B7Z477;E9PFZ5;Q13417;Q5T650;Q6IQ54;Q8NFA5;Q8NFA6;Q8NFA7;Q8NFA8
EntryName	PTK7_HUMAN
ProteinName	Inactive tyrosine-protein kinase 7 (Colon carcinoma kinase 4) (CCK-4) (Protein-tyrosine kinase 7) (Pseudo tyrosine kinase receptor 7) (Tyrosine-protein kinase-like 7)
GeneName	PTK7 CCK4
Length	1030
Function	Inactive tyrosine kinase involved in Wnt signaling pathway. Component of both the non-canonical (also known as the Wnt/planar cell polarity signaling) and the canonical Wnt signaling pathway. Functions in cell adhesion, cell migration, cell polarity, proliferation, actin cytoskeleton reorganization and apoptosis. Has a role in embryogenesis, epithelial tissue organization and angiogenesis.
Subcellular Location	Membrane; Cell junction
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.010412303
pNuLoCRegion	
