UniprotID	Q13432-2
Accession	Q13432;A8K8G4;F1T095;O95126
EntryName	U119A_HUMAN
ProteinName	Protein unc-119 homolog A (Retinal protein 4) (hRG4)
GeneName	UNC119 RG4
Length	220
Function	Involved in synaptic functions in photoreceptor cells, the signal transduction in immune cells as a Src family kinase activator, endosome recycling, the uptake of bacteria and endocytosis, protein trafficking in sensory neurons and as lipid-binding chaperone with specificity for a diverse subset of myristoylated proteins. Specifically binds the myristoyl moiety of a subset of N-terminally myristoylated proteins and is required for their localization. Binds myristoylated GNAT1 and is required for G-protein localization and trafficking in sensory neurons. Probably plays a role in trafficking proteins in photoreceptor cells. Plays important roles in mediating Src family kinase signals for the completion of cytokinesis via RAB11A.
Subcellular Location	Cytoplasm; Cytoskeleton; Microtubule organizing center; Centrosome; Cytoplasm; Cytoskeleton; Spindle pole; Cytoplasm; Cytoskeleton; Spindle
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.26173976
pNuLoCRegion	
pNuLoCScore	0.23706045555555555,0.22810842199999998,0.22050765545454543,0.2136280308333333,0.20701360307692307,0.20111299142857142,0.196369886,0.192384840625,0.18865741588235294,0.16996031823529414,0.15686274529411764,0.1452321811764706,0.13789200411764704,0.13559887882352942,0.13466777588235296,0.13494007176470588,0.13571166470588236,0.13553082705882352,0.13504035823529412,0.13451803823529412,0.13441275294117647,0.13501440294117648,0.13589473647058825,0.13674679764705885,0.1398117823529412,0.14347137764705883,0.14718237647058824,0.1514448117647059,0.1555605011764706,0.1592989605882353,0.16275899000000002,0.16642199000000002,0.17025654647058824,0.1743645229411765,0.17905430647058826,0.18374746823529411,0.18860649647058825,0.19334996999999998,0.1979888705882353,0.20246261999999998,0.20665293176470587,0.2083318735294118,0.20959119294117648,0.21068942823529413,0.21128952,0.2115972176470588,0.2121210723529412,0.21258429647058819,0.21245097941176466,0.21218317764705877,0.2117755652941176,0.21080822588235287,0.20946115764705878,0.2082096988235294,0.20666789235294114,0.20545056352941174,0.20434389588235294,0.20207495352941174,0.20021803058823529,0.19827522235294118,0.19630896352941177,0.1941415323529412,0.19154955882352945,0.18824038352941178,0.18450130058823533,0.18164017411764707,0.1782372076470588,0.17474644235294115,0.17095013647058824,0.16770106235294116,0.1639488694117647,0.16113828235294117,0.1583200158823529,0.15563566411764704,0.15385314235294115,0.15135617647058824,0.14890830411764705,0.14633456411764706,0.14455968705882352,0.14336082470588238,0.14285693235294117,0.14298051823529412,0.14256174588235293,0.14248318176470587,0.1421789211764706,0.14259217588235296,0.14299471941176473,0.14406961647058825,0.1515730005882353,0.15907856470588233,0.16613354823529414,0.17313858294117648,0.1795605476470588,0.18504965588235295,0.19010185058823528,0.19500410529411766,0.19957312529411766,0.2035634282352941,0.20701308529411766,0.21048930000000002,0.21468414705882352,0.21909210705882357,0.22335339117647057,0.22761747235294114,0.23159701058823526,0.22830550647058825,0.22473648117647058,0.2213086488235294,0.2181479394117647,0.21601642000000001,0.21497575294117646,0.2147544676470588,0.21405171764705877,0.21392997235294117,0.21449424470588235,0.21559459058823527,0.2166890370588235,0.2170863476470588,0.2175278582352941,0.21784983294117646,0.21680440470588236,0.21619940000000004,0.21407139823529409,0.21290582941176467,0.21188235294117644,0.21075038588235293,0.21005005647058825,0.20952187117647056,0.20890351470588234,0.20817689470588235,0.20740086941176475,0.20630304882352946,0.2052740888235294,0.20444496941176474,0.20392037882352945,0.20337656823529415,0.20301032352941176,0.2038325017647059,0.20420650764705883,0.2066187194117647,0.20803240823529412,0.20940623588235294,0.2107944888235294,0.21139998941176472,0.21191727117647058,0.21217400705882353,0.2126557223529412,0.21307578470588237,0.2135991423529412,0.21374658941176472,0.21379508352941176,0.21369704823529406,0.21047551176470583,0.20763244176470586,0.2072081876470588,0.20744432705882354,0.20823987529411767,0.20801880058823533,0.20795029588235298,0.20824783705882355,0.20911018529411765,0.21012911411764706,0.2113383070588235,0.2122097594117647,0.21276151058823528,0.21372887235294113,0.21494693529411762,0.21640619176470585,0.21783454647058823,0.22248933176470587,0.22655615352941175,0.2279341782352941,0.22782184647058823,0.2251706829411765,0.2220761905882353,0.21823007647058823,0.21557646058823532,0.21375955823529413,0.21130955764705883,0.20851057705882356,0.2063883335294118,0.20387958352941182,0.20217348294117649,0.2004536752941177,0.19880209529411766,0.1938671423529412,0.19150617941176473,0.18977319058823527,0.18898756941176467,0.19052068588235294,0.1935217482352941,0.19830172235294116,0.20400906117647058,0.2085615823529412,0.21204900529411766,0.21601497764705882,0.22017730352941173,0.22385228999999998,0.22811957705882355,0.2312888523529412,0.2345731876470588,0.23746773882352942,0.2436753829411765,0.24725506411764708,0.25034482999999996,0.25274900823529417,0.25373864764705883,0.2550233405882353,0.25599325411764706,0.25670277176470585,0.2570807694117647,0.2575581641176471,0.25762242125,0.2578539026666667,0.25817841214285714,0.2585774823076923,0.2590250525,0.25938685727272726,0.259734963,0.2601065722222222
pNuLoCDScore	-0.048403039673202614,-0.0671001373202614,-0.0801977102614379,-0.09182827437908495,-0.0991684514379085,-0.10146157673202613,-0.10239267967320259,-0.10212038379084967,-0.10134879084967319,-0.09257759494117646,-0.08546729721925131,-0.07910999259803916,-0.0726008501357466,-0.06609858848739494,-0.06047514952941174,-0.05563804297794114,-0.048845633529411736,-0.02648894058823531,-0.009680368823529406,0.006212630588235291,0.017668497058823562,0.023700081764705894,0.028091214117647062,0.03148191823529414,0.03454488176470588,0.03883369588235297,0.04401394823529414,0.04922942999999999,0.05419374352941178,0.058335567058823506,0.062094134117647054,0.06571582235294113,0.06684114941176467,0.06486049588235296,0.06240881647058824,0.059244616470588235,0.0557290188235294,0.05229825705882349,0.04936208235294118,0.046162306470588166,0.04219443294117642,0.037818654705882276,0.03272125882352933,0.02706075764705876,0.02085466117647053,0.014859728823529428,0.008679021764705835,0.0029879435294117573,-0.0023090358823529278,-0.006256920000000055,-0.009373162352941194,-0.012414205882352952,-0.014980556470588241,-0.01745568529411759,-0.02057151352941175,-0.02434391294117641,-0.027949678823529334,-0.030543003529411694,-0.033538357647058786,-0.03606178352941172,-0.03851102117647054,-0.04050863647058825,-0.04271902294117644,-0.04431228117647057,-0.046023880000000045,-0.0464392894117647,-0.04636488823529414,-0.04691904588235293,-0.04740065941176472,-0.04780696823529415,-0.046989871764705926,-0.0448795588235294,-0.04164436823529416,-0.038659655882352956,-0.035675461764705874,-0.03226326058823528,-0.028771215294117636,-0.025108886470588204,-0.020954149999999977,-0.017068665882352924,-0.0067470152941175865,0.0034429005882352925,0.01228040588235299,0.02178240647058824,0.03065224352941176,0.03871509176470589,0.04554216352941176,0.05164328058823528,0.056716192941176496,0.06058290999999999,0.06445133941176473,0.06800611823529415,0.07250522588235292,0.07649993117647061,0.08035867176470585,0.08354785588235289,0.08002400999999995,0.06922694176470592,0.05860293294117644,0.048170065882352925,0.03858739176470588,0.030966764117647066,0.02487390235294118,0.019750362352941142,0.014478592352941105,0.010366544117647064,0.007481159411764693,0.005105290588235251,0.0020048899999999814,-0.002005759411764757,-0.0058255329411764645,-0.009767639411764673,-0.0147926058823529,-0.012106106470588213,-0.01066508294117649,-0.00840281941176474,-0.0062655864705882525,-0.005266034117647089,-0.0049256964705882145,-0.005232596470588241,-0.005148202941176433,-0.0057530776470588185,-0.007093375294117604,-0.009291541764705813,-0.011414948235294098,-0.01264137823529407,-0.013607479411764656,-0.01447326470588231,-0.013794081176470602,-0.012366898235294133,-0.009864890588235253,-0.006287109999999957,-0.003849944705882319,-0.0013441499999999884,0.0007444323529411656,0.0018781182352941572,0.0030137564705882414,0.003997112352941173,0.005254852941176447,0.006772735882352915,0.008325053529411791,0.009301619999999983,0.009874704705882309,0.01032047999999991,0.0074651882352940735,0.003799939999999946,0.003001679999999979,0.0008256076470588292,0.0002074670588235461,-0.0013874352941176116,-0.0028441929411764377,-0.0031521523529411677,-0.0028070858823529277,-0.0020448929411764627,-0.0013174152941176909,-0.0008660252941176672,-0.000837631764705915,-1.771705882358532e-05,0.0011518517647058635,0.0027091435294117894,0.007359034705882395,0.014856890000000011,0.019347965882352935,0.020489851176470564,0.019581971176470564,0.017151882352941183,0.014125894705882325,0.009982239411764682,0.006466275294117668,0.003630444117647069,-2.8749411764672494e-05,-0.003699182352941144,-0.0063731770588234815,-0.009849288823529312,-0.01277345235294114,-0.01595251647058815,-0.019032451176470566,-0.02862218941176467,-0.035049974117647015,-0.03816098764705883,-0.03883427705882356,-0.03464999705882357,-0.02855444235294119,-0.019928354117647068,-0.01156739941176474,-0.005197975882352934,0.0007394476470588274,0.0075044005882352605,0.013788969999999928,0.01997270647058816,0.02594609411764706,0.030835177058823493,0.03577109235294115,0.043600596470588227,0.05216920352941176,0.05748187352941181,0.06135726058823529,0.062228322352941234,0.060216899411764724,0.05672161823529412,0.05198419294117648,0.04814118941176465,0.04503176411764706,0.04154318647058827,0.037445117720588283,0.03400161266666671,0.03005883508403359,0.027288629954751092,0.024451864852941207,0.021919118449197833,0.01605958005882349,0.012851508104575138,0.009761742222222258,0.007357563986928051,0.006367924575163386,0.00508323163398694,0.004113318104575159,0.0034038004575163705,0.0030258028104575008,0.0025484081045751283
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
