UniprotID	Q9NX02-2
Accession	Q9NX02;B4DZL7;I3L0G4;Q53FL5;Q59G09;Q8IXT0;Q9BVN5;Q9H6G6;Q9HAV9;Q9NWK3
EntryName	NALP2_HUMAN
ProteinName	NACHT, LRR and PYD domains-containing protein 2 (Nucleotide-binding site protein 1) (PYRIN domain and NACHT domain-containing protein 1) (PYRIN-containing APAF1-like protein 2)
GeneName	NLRP2 NALP2 NBS1 PAN1 PYPAF2
Length	1040
Function	Suppresses TNF- and CD40-induced NFKB1 activity at the level of the IKK complex, by inhibiting NFKBIA degradation induced by TNF. When associated with PYCARD, activates CASP1, leading to the secretion of mature pro-inflammatory cytokine IL1B. May be a component of the inflammasome, a protein complex which also includes PYCARD, CARD8 and CASP1 and whose function would be the activation of pro-inflammatory caspases.
Subcellular Location	Cytoplasm
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.56903124
pNuLoCRegion	100...116
