UniprotID	Q92844-3
Accession	Q92844;D3DPB5;Q7Z4J6;Q92885
EntryName	TANK_HUMAN
ProteinName	TRAF family member-associated NF-kappa-B activator (TRAF-interacting protein) (I-TRAF)
GeneName	TANK ITRAF TRAF2
Length	119
Function	Adapter protein involved in I-kappa-B-kinase (IKK) regulation which constitutively binds TBK1 and IKBKE playing a role in antiviral innate immunity. Acts as a regulator of TRAF function by maintaining them in a latent state. Blocks TRAF2 binding to LMP1 and inhibits LMP1-mediated NF-kappa-B activation. Negatively regulates NF-kappaB signaling and cell survival upon DNA damage (PubMed:25861989). Plays a role as an adapter to assemble ZC3H12A, USP10 in a deubiquitination complex which plays a negative feedback response to attenuate NF-kappaB activation through the deubiquitination of IKBKG or TRAF6 in response to interleukin-1-beta (IL1B) stimulation or upon DNA damage (PubMed:25861989). Promotes UBP10-induced deubiquitination of TRAF6 in response to DNA damage (PubMed:25861989). May control negatively TRAF2-mediated NF-kappa-B activation signaled by CD40, TNFR1 and TNFR2.
Subcellular Location	Cytoplasm
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.49823698
pNuLoCRegion	34...38;42...46;49...62
pNuLoCScore	0.30305044,0.295425556,0.2864524409090909,0.2785969833333333,0.2709045546153846,0.2660506185714286,0.2622832413333333,0.2591773325,0.25619512235294123,0.2422222252941177,0.22532467941176473,0.2127196294117647,0.20206286352941175,0.20158130176470584,0.2028595694117647,0.20299845352941173,0.20372450352941177,0.20511033999999997,0.20521900058823528,0.20669112294117647,0.20975876,0.21362663941176474,0.21690103882352943,0.2214388011764706,0.22186629705882352,0.22422203941176472,0.22951599941176473,0.23642278058823532,0.24248381176470588,0.25106431058823525,0.25802945411764705,0.2653918782352941,0.27106513,0.27636434882352945,0.28255061176470586,0.28867265117647056,0.2956506194117647,0.30165959000000003,0.307910704117647,0.31329978999999997,0.3172805229411764,0.3254655494117647,0.3326707682352942,0.3386225935294118,0.3441133729411765,0.3518219664705883,0.35757777,0.36461351705882356,0.3707620564705882,0.3768946594117647,0.3829975282352941,0.3892175794117647,0.3956545041176471,0.40166635647058824,0.40709881470588233,0.4121895070588235,0.42213307470588235,0.43172513823529407,0.4422871511764706,0.45205385117647057,0.46033133588235287,0.46819579529411764,0.47618395352941173,0.4840649023529412,0.48919460235294115,0.4955757441176471,0.5015444794117648,0.5058229723529413,0.5081349335294119,0.5090761047058824,0.5069575505882353,0.5069950935294117,0.5092162435294117,0.5075098347058824,0.5062291182352942,0.5038244235294117,0.50138834,0.49855818470588237,0.4948652882352942,0.48931332058823535,0.48523354588235307,0.4824416911764706,0.4791686617647059,0.47769057647058827,0.4781811388235294,0.47993725176470586,0.4829182205882352,0.4892177558823529,0.4905058347058824,0.48975581176470595,0.4874204411764706,0.48555341705882354,0.4831556411764706,0.48090974,0.47870593999999994,0.47717729647058826,0.4781543658823529,0.47778006941176465,0.4764469870588234,0.47534024941176467,0.47343496235294114,0.47116855176470585,0.46946855176470575,0.46753288529411763,0.4655287535294117,0.4669250905882352,0.4683456605882352,0.47081643823529395,0.4728069388235293,0.4754673976470588,0.4778662635294117,0.4792021612499999,0.48028900666666663,0.48036304571428573,0.4807281384615384,0.4821613608333333,0.48375238454545444,0.48572457599999996,0.4881489888888889
pNuLoCDScore	-0.04685531764705875,-0.06082821470588229,-0.07772576058823524,-0.09033081058823528,-0.10098757647058823,-0.10146913823529413,-0.10019087058823528,-0.10005198647058824,-0.09932593647058821,-0.090315216,-0.08123344032085561,-0.07190586039215685,-0.06114579461538461,-0.05242397915966385,-0.045382202509803876,-0.03773853132352942,-0.03432882529411771,-0.01800018588235297,0.004191319999999998,0.02370315117647062,0.04042094823529413,0.049483008823529406,0.055169884705882355,0.062393424705882355,0.06734062647058822,0.07125400882352947,0.07733161117647058,0.08198152823529409,0.08589185941176469,0.08803295058823529,0.09100966529411755,0.09186098882352936,0.0954142258823529,0.10124350999999998,0.10315476882352945,0.1021998129411765,0.10162956117647062,0.10075765588235303,0.09954831588235297,0.09922163882352947,0.0996969264705882,0.10053031058823525,0.10044691647058823,0.10054492823529415,0.1000038847058824,0.1000067664705882,0.09918811058823535,0.09888971705882355,0.10485255176470593,0.10625958882352937,0.10961638294117643,0.11343125764705875,0.11621796294117637,0.11637382882352937,0.11860618352941171,0.11945138529411764,0.11843254588235297,0.1186810847058824,0.11854695117647074,0.11660539294117656,0.11248042941176478,0.10740974823529414,0.099858735882353,0.09480558647058823,0.0870831688235294,0.07578469647058833,0.06394196705882355,0.051770572352941135,0.04105700411764712,-0.043723680431372536,-0.058054924549019615,-0.07097149454901962,-0.08353330719607843,-0.09251503307843137,-0.093240908372549,-0.09507299660784313,-0.09360266366666666,-0.0904900439607843,-0.07522690970588235,-0.06040083773262031,-0.04695846226470589,-0.03918981199999999,-0.03561894421008402,-0.0350025554980392,-0.03450964552205882,-0.03350535270588237,-0.01934721329411765,-0.006593704764705874,0.006237344058823521,0.017040624352941167,0.01887139023529409,0.021385550823529387,0.02103403435294117,0.017352570294117645,0.013081817882352922,0.009013326117647047,0.0032133211764705932,-0.0008089405882352879,-0.0014060614705881935,-5.656323529408536e-05,0.0024934041176470773,0.0054582688235294274,0.008096372941176502,0.00935561952205885,0.010344558803921572,0.00983509277310926,0.009290351470588251,0.009338245784313734,0.009575263556149752,0.011438749999999984,0.013877688156862744,0.01416661403921568,0.01479297992156861,0.015840479921568604,0.015176228156862703,0.014486654333333293,0.012999672862745074,0.01154165698039214,0.009076657568627425
pNuLoCRank	Medium
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
